sut_code,description_tr,category,retired_at
P615340,"Duraplasti, fasiya lata grefti ile",surgical,
P615350,3. ventrikül içi tümörleri,surgical,
P615351,Endoskopik 3. ventrikül içi tümör cerrahisi,surgical,
P615360,"Anevrizma ameliyatları, aynı keside çoklu",surgical,
P615370,"Anevrizma ameliyatları, ayrı keside çoklu",surgical,
P615380,"Anevrizma ameliyatları, tek",surgical,
P615390,Arteriyovenöz malformasyon ameliyatları,surgical,
P615400,"Beyin apsesi, Burr Hole ile aspirasyon",surgical,
P615410,"Beyin apsesi cerrahisi, kraniyotomi ile",surgical,
P615420,Beyin intraparankimal kist hidatik çıkarılması,surgical,
P615430,Glial tümör eksizyonu,surgical,
P615440,"Glial tümör eksizyonu, mikroşirürjikal teknikle",surgical,
P615441,Yüzeyel metastatik beyin tümörleri,surgical,
P615442,Derin metastatik beyin tümörleri,surgical,
P615450,"Glial tümör eksizyonu, lobektomi ilavesiyle",surgical,
P615460,"İntraorbital tümör eksizyonu, kraniyotomi ile",surgical,
P615470,"İntraserebral hematom boşaltılması, Burr Hole ile",surgical,
P615480,"İntraserebral hematom boşaltılması, kraniyotomi ile",surgical,
P615490,Kaide tümörleri,surgical,
P615500,Karotid endarterektomi,surgical,
P615510,Karotikokavernöz fistül veya anevrizması,surgical,
P615520,Konveksite tümörleri cerrahisi,surgical,
P615530,Köşe tümörleri cerrahisi,surgical,
P615540,Lateral ventrikül içi tümörleri cerrahisi,surgical,
P615550,"Parasagital (İnterhemisferik), tentoriyel açıklık vb.yerleşimli tümörlerin cerrahisi",surgical,
P615560,Pineal kitle ameliyatları,surgical,
P615570,Posteriyor fossa tümörleri cerrahisi,surgical,
P615571,4. Ventrikül tümör cerrahisi,surgical,
P615572,Beyin sapı lezyonlar cerrahisi,surgical,
P615580,Sellar ve parasellar tümörleri cerrahisi,surgical,
P615581,Petroklival bölge tümör cerrahisi,surgical,
P615582,Kavernöz sinus tümör cerrahisi,surgical,
P615583,Kavernom ameliyatları,surgical,
P615584,Mikrocerrahi kist fenestrasyonu,surgical,
P615585,Subdural /epidural abse ameliyatları,surgical,
P615586,Uyanık kraniyotomi ile tümör eksizyonu,surgical,
P615590,Serebral by-pass ameliyatları,surgical,
P615600,Transsfenoidal hipofizektomi,surgical,
P615601,Endoskopik hipofiz cerrahisi,surgical,
P615602,Endoskopik BOS fistülü cerrahisi,surgical,
P615610,Ekstratemporal rezeksiyonlar,surgical,
P615620,Hemidekortikasyon,surgical,
P615630,Hemisferektomi,surgical,
P615640,Korpus kallozotomi,surgical,
P615650,Selektif amigdalohipokampektomi,surgical,
P615660,Subpial insizyon,surgical,
P615670,"Serebral lobektomi total, mediyal veya lateral",surgical,
P615680,Vagal stimülatör takılması,surgical,
P615690,Spinal meningosel eksizyonu,surgical,
P615700,Spinal meningomyelosel eksizyonu,surgical,
P615710,"Spinal disrafizm, kapalı ameliyatları",surgical,
P615720,Sakrokoksigeal teratom eksizyonu,surgical,
P615730,Diskografi tek seviye,surgical,
P615750,"İntradural, intramedüller vertebra apsesi drenajı",surgical,
P615760,Lomber intradural tümör eksizyonu,surgical,
P615761,Lomber ekstradural tümör eksizyonu,surgical,
P615770,Lomber spinal kord AVM eksizyonu,surgical,
P615800,Servikal intradural ekstramedüller tümör eksizyonu,surgical,
P615801,Servikal ekstradural tümör eksizyonu,surgical,
P615810,Servikal intramedüller tümör eksizyonu,surgical,
P615820,Servikal spinal kord AVM eksizyonu,surgical,
P615830,Spinal syringomyeli drenajı eksizyonu,surgical,
P615831,Servikal anterior oblik korpektomi tek omurga,surgical,
P615840,Torakal intradural ekstramedüller tümör eksizyonu,surgical,
P615841,Torakal ekstradural tümör eksizyonu,surgical,
P615850,Torakal intramedüller tümör eksizyonu,surgical,
P615860,Torakal spinal kord AVM eksizyonu,surgical,
P615880,"Lomber diskektomi, tek seviye",surgical,
P615881,"Lomber diskektomi, nüks",surgical,
P615890,"Lomber diskektomi, tek seviye, iki taraf",surgical,
P615895,Transsakral girişimle kamera eşliğinde lomber epidural diskoplasti,surgical,
P615900,Lomber laminektomi ve iki taraflı diskektomi,surgical,
P615910,Lomber laminektomi ve tek taraf diskektomi,surgical,
P615920,"Lomber mikrocerrahi ile diskektomi, tek seviye",surgical,
P615921,İnterlaminar yol ile Endoskopik lomber disk cerrahisi,surgical,
P615922,Transforaminal yol ile Endoskopik lomber disk cerrahisi,surgical,
P615930,"Lomber mikrocerrahi ile iki taraflı diskektomi, tek seviye",surgical,
P615940,"Anteriyor yaklaşım ve mikrocerrahi ile servikal diskektomi ,tek mesafe",surgical,
P615941,"Posterior yaklaşım ile servikal diskektomi, nüks",surgical,
P615950,"Anteriyor yaklaşım ve mikrocerrahi ile servikal diskektomi ve intervertebral greft-kafes -disk protezi uygulaması ,tek mesafe",surgical,
P615951,"Anteriyor yaklaşım ile servikal diskektomi, nüks",surgical,
P615960,Servikal laminektomi ve disk boşaltılması,surgical,
P615970,Torakal disk eksizyonu,surgical,
P615971,"İnterbody füzyon ameliyatı ( ekstrem lateral, direkt lateral)",surgical,
P615972,"Torakal disk eksizyonu, nüks",surgical,
P615980,Torakal kostatransversektomi ile disk eksizyonu,surgical,
P615990,Torakal transtorasik disk eksizyonu,surgical,
P615991,Transsakral girişimle kamera eşliğinde lomber epidural adezyolizis,surgical,
P616000,Kraniyovertebral junction anomalisi ameliyatları veya dekompresyon,surgical,
P616010,"Lomber hemilaminektomi - laminotomi, parsiyel /total, tek omurga",surgical,
P616020,"Lomber laminektomi, tek omurga",surgical,
P616030,"Lomber laminoplasti, tek omurga",surgical,
P616040,"Lomber parsiyel korpektomi, tek omurga",surgical,
P616050,"Servikal hemilaminektomi - laminotomi, tek omurga",surgical,
P616060,"Servikal, torakal veya lomber korpektomi, tek omurga",surgical,
P616070,"Servikal laminektomi, tek omurga",surgical,
P616080,"Servikal laminoplasti, tek omurga",surgical,
P616090,"Servikal veya torakal parsiyel korpektomi, tek omurga",surgical,
P616100,"Torakal hemilaminektomi - laminotomi, tek omurga",surgical,
P616110,"Torakal laminektomi, tek omurga",surgical,
P616120,"Torakal laminoplasti, tek omurga",surgical,
P616130,Total omurga rezeksiyonu,surgical,
P616140,Transoral odontoidektomi,surgical,
P616141,Endoskopik odontoid cerrahisi,surgical,
P616150,Yalnızca deriye müdahale ile statik onarımlar,surgical,
P616160,Fasiya veya tendon grefti ile askı ameliyatları,surgical,
P616170,Kas transpozisyonu veya greft ile düzeltme,surgical,
P616180,Fasiyal sinir onarımı,surgical,
P616190,Fasiyal sinirin greftle onarımı,surgical,
P616200,Hipoglossal sinir transpozisyonu,surgical,
P616210,Mikronörovasküler teknik ile kas transferi,surgical,
P616220,Yumuşak doku suspansiyonu,surgical,
P616230,Nöroliz,surgical,
P616231,"Sempatektomi aksiller, tek taraf",surgical,
P616240,"Sempatektomi lomber, tek taraf",surgical,
P616250,"Sempatektomi lomber, iki taraf",surgical,
P616260,"Sempatektomi servikal, tek taraf",surgical,
P616270,"Sempatektomi servikal, iki taraf",surgical,
P616280,Periferik arter sklerizasyonu,surgical,
P616290,"Torakal sempatektomi, tek taraf",surgical,
P616300,"Torakal sempatektomi, iki taraf",surgical,
P616310,Sinir grefti alınması,surgical,
P616320,Sinir için torasik çıkım sendromu ameliyatları,surgical,
P616330,Brakiyal pleksus eksplorasyonları,surgical,
P616331,Brakiyal pleksus Erb Palsi rekonstrüksiyonu(Greft veya sinir transferleri ile 3 sinire kadar),surgical,
P616332,Brakiyal pleksus Erb Palsi rekonstrüksiyonu(Greft veya sinir transferleri ile 4 sinir ve üzeri),surgical,
P616340,Lomber pleksus eksplorasyonları,surgical,
P616350,"Her türlü periferik sinir eksplorasyonu, tek bir sinir",surgical,
P616360,Nervus medianusun dekompresyonu,surgical,
P616370,Nervus ulnaris transpozisyonu,surgical,
P616380,Supraskapüler sinir kompresyon sendromu ve dekompresyon cerrahisi,surgical,
P616390,"Nervus radialis posterior interosseous kompresyon sendromu, dekompresyon cerrahisi",surgical,
P616400,Meralgia parestetika dekompresyon ameliyatı,surgical,
P616410,Tarsal tünel sendromu dekompresyon ameliyatı,surgical,
P616420,Kraniyal sinirlerin mikrovasküler dekompresyon,surgical,
P616430,"Dijital veya diğer saf duyu sinir onarımı,tek bir sinir",surgical,
P616431,"Motor veya mikst sinir onarımı,tek bir sinir",surgical,
P616440,"Dijital veya diğer saf duyu sinir onarımı, greft ile,tek bir sinir",surgical,
P616441,"Motor veya mikst sinir onarımı,greft ile,tek bir sinir",surgical,
P616450,"Dijital veya diğer saf duyu sinir onarımı, greft ile, ilave her bir sinir",surgical,
P616451,"Motor veya mikst sinir onarımı, greft ile, ilave her bir sinir",surgical,
P616460,Dijital sempatektomi,surgical,
P616470,"Ayarlanabilir sütür, pitozis",surgical,
P616490,Dermoid kist eksizyonu,surgical,
P616510,Ektropiyum için cerrahi girişim,surgical,
P616520,Entropiyum için cerrahi girişim,surgical,
P616530,Epikantus onarımı,surgical,
P616540,"Frontale asma teknikleri, pitozis",surgical,
P616550,Görüş alanına engel yaratan psödopitoz tedavisi,surgical,
P616560,Göz kapağı deri defektlerinin rekonstrüksiyonu,surgical,
P616570,Göz kapağı tam kat defektlerinin rekonstrüksiyonu,surgical,
P616580,Göz kapağına altın implantasyonu,surgical,
P616590,Kantoplasti,surgical,
P616600,"Kapak kesisi sütürasyonu, 1 cm'den fazla",surgical,
P616610,"Kapak kesisi sütürasyonu, 1 cm'ye kadar",surgical,
P616620,"Kapak kesisi sütüre edilmesi, kirpikli kenar, kaş veya tars onarımı",surgical,
P616630,"Kapak rekonstrüksiyonu, greft veya flep ile",surgical,
P616640,Kapak tümörü ameliyatı,surgical,
P616670,Kapak veya konjonktiva biyopsisi,surgical,
P616680,Kapaklara kriyo aplikasyonu,surgical,
P616700,Kemodenervasyon,surgical,
P616710,"Levator prosedürleri, pitozis",surgical,
P616730,Saçlı deriden ada flep yardımı ile kaş rekonstrüksiyonu,surgical,
P616740,Saçlı derinin kompozit greft olarak kullanıldığı kaş rekonstrüksiyonu,surgical,
P616750,Tarsorafi,surgical,
P616760,Telekantüs onarımı,surgical,
P616770,Alt konka kırılması,surgical,
P616780,"Dakriosistorinostomi (DSR), eksternal",surgical,
P616790,"Dakriosistorinostomi (DSR), endonazal",surgical,
P616800,Göz yaşı yolları entübasyonu,surgical,
P616810,Göz yaşı yolları entübasyonu ve alt konka kırılması,surgical,
P616820,Kanalikül kesisi reperasyonu,surgical,
P616830,Kese ablasyonu,surgical,
P616840,Kese flegmonu drenajı,surgical,
P616870,Nazolakrimal balon uygulamaları,surgical,
P616880,Nazolakrimal kanal oklüzyonuna girişim-probing,surgical,
P616900,Tüp implantlı konjonktival rinostomi,surgical,
P616910,"Rektuslara geriletme veya rezeksiyon, her biri",surgical,
P616920,"Rektuslara geriletme ve rezeksiyon, aynı göz",surgical,
P616930,Her iki gözde birer rektusa geriletme ve/veya rezeksiyon,surgical,
P616960,Adele transpozisyonu,surgical,
P616970,"Ayarlanabilir sütür, şaşılık",surgical,
P616980,Faden ameliyatı,surgical,
P616990,"Nistagmus cerrahisi, her iki gözde tüm horizontal kaslara geriletme",surgical,
P617000,Amnion zarı ile yüzey rekonstrüksiyonu,surgical,
P617010,Delici göz yaralanmaları tamiri,surgical,
P617020,Fototerapötik keratektomi (PTK),surgical,
P617030,İntraoküler yabancı cisimlerin çıkarılması,surgical,
P617040,Keratoplasti,surgical,
P617050,Keratoprotez uygulaması,surgical,
P617051,Korneal Cross-Linking uygulaması,surgical,
P617052,İntrakorneal halka uygulaması,surgical,
P617060,Konjonktiva örtmesi,surgical,
P617070,"Konjonktiva plastiği, greft ile",surgical,
P617090,Konjonktivadan kist ve tümör çıkarılması,surgical,
P617120,"Kornea hazırlanması, transplantasyon için",surgical,
P617130,Kornea kesisi sütüre edilmesi,surgical,
P617170,Limbal kök hücre transplantasyonu,surgical,
P617210,Pterjium ameliyatı,surgical,
P617211,Otogreftli Pterjium ameliyatı,surgical,
P617230,Şeffaf lens ekstraksiyonu,surgical,
P617240,Yüksek miyopide negatif lens implantasyonu,surgical,
P617250,"Fotoretraktif keratoplasti (PRK), eximer lazer ile",surgical,
P617260,"LASIK, LASEK",surgical,
P617270,Radyal keratotomi,surgical,
P617280,Astigmatik keratotomi,surgical,
P617290,Açı revizyonu,surgical,
P617300,Dissizyon veya kapsülektomi,surgical,
P617310,Dissizyon-lens aspirasyonu,surgical,
P617320,Dissizyon-lens aspirasyonu ile birlikte ön vitrektomi,surgical,
P617330,Dissizyon-lens aspirasyonu ve ön vitrektomi ile birlikte intraoküler lens implantasyonu,surgical,
P617340,Fakoemülsüfikasyon ve intraoküler lens implantasyonu,surgical,
P617341,"Kataraktta fakoemilsifikasyon ve intraoküler lens implantasyonu (Multifokal, astigmatik veya torik, multifokal ve torik)",surgical,
P617342,Femtosaniye lazer ile katarakt cerrahisi,surgical,
P617350,"İridodiyaliz düzeltilmesi, 3 saat kadranı kadar",surgical,
P617360,"İridodiyaliz düzeltilmesi, 4-6 saat kadranı kadar",surgical,
P617370,"İridodiyaliz düzeltilmesi, 6 saat kadranından çok",surgical,
P617380,Kapsül germe halkası yerleştirilmesi,surgical,
P617390,Kapsül içine sekonder intraoküler lens implantasyonu,surgical,
P617400,Lazer iridotomi,surgical,
P617410,Lazer kapsülotomi-sineşiotomi,surgical,
P617420,Lens ekstraksiyonu ve intraoküler lens implantasyonu,surgical,
P617430,"Lens ekstraksiyonu, ekstrakapsüler",surgical,
P617440,"Lens ekstraksiyonu, intrakapsüler",surgical,
P617441,İntraoküler lens (IOL) repozisyonu işlemi,surgical,
P617442,İntraoküler lens (IOL) çıkarılması,surgical,
P617450,Ön kamara veya sulkusa sekonder intraoküler lens implantasyonu,surgical,
P617451,Ön kamaradan silikon alınması,surgical,
P617460,Parsplana lensektomi,surgical,
P617470,Parsplana lensektomi ve intraoküler lens implantasyonu,surgical,
P617480,Periferik iridektomi,surgical,
P617490,Pupilloplasti,surgical,
P617500,Sineşiotomi,surgical,
P617510,Skleral fiksasyon ile sekonder intraoküler lens implantasyonu,surgical,
P617520,Travmatik paralitik midriyazis için pupillaplasti,surgical,
P617525,Vitreus Wick sendromunda YAG lazer uygulaması,surgical,
P617530,Ankiste bleb revizyonu,surgical,
P617540,Glokomla kombine katarakt ameliyatları,surgical,
P617550,"Gonyotomi, trabekülotomi",surgical,
P617560,"Lazer gonyoplasti, trabeküloplasti",surgical,
P617570,"Seton ameliyatı (Tüp, molteno vb.)",surgical,
P617580,Siklodiyaliz,surgical,
P617590,Siklofotokoagülasyon,surgical,
P617600,Siklokrioterapi,surgical,
P617610,Trabekülektomi,surgical,
P617620,Viskokanalostomi,surgical,
P617640,"Vitrektomi, anterior",surgical,
P617650,"Vitrektomi, pars plana",surgical,
P617660,"Vitroretinal cerrahi, tüm işlemler",surgical,
P617661,Prematüre retinopatisinde vitroretinal cerrahi,surgical,
P617670,Pnömatik retinopeksi,surgical,
P617680,"Dekolman ameliyatları, kriyo aplikasyonu",surgical,
P617690,"Dekolman ameliyatları, sörklaj, lokal",surgical,
P617700,Makula dejenerasyonu için fotodinamik tedavi,surgical,
P617710,Silikon yağı çıkarılması,surgical,
P617730,Ekvatoryel kriyoterapi,surgical,
P617740,Deri veya mukoza grefti kullanarak soket onarımı,surgical,
P617750,Ekzanterasyon ve alın flebi ile birlikte deri grefti,surgical,
P617760,Ekzanterasyon ve deri grefti,surgical,
P617770,Ekzanterasyon ve temporal kas flebi ile birlikte deri grefti,surgical,
P617780,Ekzanterasyon ve ikincil iyileşmeye bırakmak,surgical,
P617790,"Ekzoftalmus için orbital dekompresyon, iki taraf",surgical,
P617800,Enükleasyon veya evisserasyon,surgical,
P617810,Hidroksiapatit implant için peg takılması,surgical,
P617820,İntraorbital tümör,surgical,
P617830,İntraorbital yabancı cisimlerin çıkarılması,surgical,
P617840,Mobil hidroksiapatit implantı,surgical,
P617850,Mobil implantlı enükleasyon,surgical,
P617860,Optik sinir dekompresyon operasyonu,surgical,
P617870,Orbita dekompresyon operasyonu,surgical,
P617880,Orbitotomi,surgical,
P617900,Radyoaktif plak çıkarılması,surgical,
P617910,Radyoaktif plak uygulaması,surgical,
P617930,Soket revizyonu,surgical,
P617950,Stafilom tashihi,surgical,
P617960,Ampute kulak kepçesinin kompozit greft olarak sütüre edilmesi,surgical,
P617990,"Aurikula eksizyonu, basit",surgical,
P618000,"Aurikula eksizyonu, total",surgical,
P618010,Basit mastoidektomi,surgical,
P618021,Canal Wall Down timpanoplasti,surgical,
P618030,Dış kulak yolu atrezisi,surgical,
P618050,"Dış kulak yolu, ekzositoz eksizyonu",surgical,
P618060,"Dış kulak yolu, malign kısımların radikal eksizyonu",surgical,
P618080,"Dış kulak yolu, yabancı cisim çıkarılması, cerrahi",surgical,
P618090,Eksploratis timpanotomi,surgical,
P618100,"Endolenfatik sak operasyonu, şant ile",surgical,
P618110,"Endolenfatik sak operasyonu, şant olmaksızın",surgical,
P618120,Fasiyal sinir dekompresyonu,surgical,
P618130,Fasiyal sinir sütürü,surgical,
P618140,"Glomus tümör eksizyonu, genişletilmiş eksternal yaklaşım ile",surgical,
P618150,"Glomus tümör eksizyonu, transmastoid yaklaşım ile",surgical,
P618160,"Glomus tümör eksizyonu, transmeatal yaklaşım ile",surgical,
P618170,İki loblu kulak memesinin onarımı,surgical,
P618171,İnfratemporal fossa tip A cerrahisi,surgical,
P618172,İnfratemporal fossa tip B cerrahisi,surgical,
P618173,İnfratemporal fossa tip C cerrahisi,surgical,
P618180,Kemik iletimi işitme dekompresyonu,surgical,
P618190,"Kepçe kulak onarımı, tek taraf",surgical,
P618200,Koklear implant yerleştirilmesi,surgical,
P618201,Orta kulağa implante edilebilir işitme cihazları yerleştirilmesi,surgical,
P618202,Kemiğe implante edilebilir işitme cihazı yerleştirilmesi,surgical,
P618203,İşitsel beyin sapı implantı yerleştirilmesi,surgical,
P618204,Koklear implant revizyonu,surgical,
P618205,Kemiğe implante edilebilir işitme cihazı revizyonu,surgical,
P618206,Kafa bandı uygulaması,surgical,
P618207,Bilateral koklear implant yerleştirilmesi,surgical,
P618210,Kriptotia düzeltilmesi,surgical,
P618220,Kulak kepçesi replantasyonu,surgical,
P618230,Kulak kepçesinde yerleşik tümörler için tam kat rezeksiyon ve primer sütür,surgical,
P618250,"Kulak rekonstrüksiyonu, tek aşamalı",surgical,
P618260,Labirentektomi (TALK operasyonu),surgical,
P618270,"Labirentektomi, mastoidektomi ile",surgical,
P618280,"Labirentektomi, transkanal",surgical,
P618290,Makrotia düzeltilmesi,surgical,
P618310,"Meatoplasti, stenozlarda",surgical,
P618315,Dış kulak yolu kapatılması,surgical,
P618320,Mikrotia onarımı için lobül transpozisyonu,surgical,
P618330,Mikrotia onarımı için posterior sulkus oluşturulması,surgical,
P618340,Mikrotia onarımı için kıkırdak çatı hazırlanması-yerleştirilmesi,surgical,
P618350,Miringoplasti,surgical,
P618370,Petröz apeks rezeksiyonu ve radikal mastoidektomi,surgical,
P618380,Radikal veya çoklu modifiye radikal mastoidektomi,surgical,
P618390,Stapedektomi,surgical,
P618400,Temporal kemik rezeksiyonu,surgical,
P618410,Timpanoplasti,surgical,
P618411,"Ventilasyon tüpü uygulaması, tek taraf",surgical,
P618420,"Timektomi, basit",surgical,
P618430,"Timektomi, maksimal",surgical,
P618440,"Substernal tiroidektomi, intratorasik",surgical,
P618450,"Tiroid biyopsisi, cerrahi",surgical,
P618460,"Tiroidektomi subtotal, tek taraf",surgical,
P618470,"Tiroidektomi subtotal, iki taraf",surgical,
P618480,"Tiroidektomi total, tek taraf",surgical,
P618490,"Tiroidektomi total, iki taraf",surgical,
P618500,Tiroidektomi (Tek taraf total ve karşı taraf subtotal),surgical,
P618510,"Tiroidektomi (tamamlayıcı, total)",surgical,
P618511,Nüks tiroidektomi,surgical,
P618520,"Paratiroid kas implantasyonu, otogreft",surgical,
P618530,"Paratiroidektomi, adenom için",surgical,
P618540,"Paratiroidektomi, hiperplazi veya kanser için",surgical,
P618550,"Sürrenalektomi transperitoneal, tek taraf",surgical,
P618551,"Sürrenalektomi transperitoneal, tek taraf, laparoskopik",surgical,
P618560,"Sürrenalektomi lomber, ekstra peritoneal, tek taraf",surgical,
P618570,Nöroblastom eksizyonu,surgical,
P618580,"Atnalı böbrek revizyonu, istmektomi",surgical,
P618590,"Böbrek biyopsisi, açık cerrahi",surgical,
P618600,Böbrek kisti rezeksiyonu,surgical,
P618610,Böbrek transplantasyonu,surgical,
P618620,Böbrek tümörü perkütan rezeksiyonu,surgical,
P618630,Endopyelotomi,surgical,
P618640,ESWL 1. seans,surgical,
P618641,ESWL 2. seans,surgical,
P618642,ESWL 3. seans,surgical,
P618650,Laparoskopik nefrektomi,surgical,
P618660,"Nefrektomi, basit",surgical,
P618670,"Nefrektomi, canlı donör",surgical,
P618680,"Nefrektomi, parsiyel",surgical,
P618690,"Nefrektomi, radikal",surgical,
P618700,"Nefrektomi, subkapsüler",surgical,
P618710,Nefrokütanöz fistül onarımı,surgical,
P618720,Nefrolitotomi,surgical,
P618730,"Nefrolitotomi, anatrofik",surgical,
P618740,"Nefrolitotomi, perkütan",surgical,
P618750,Nefropeksi,surgical,
P618760,Nefropyelolitotomi,surgical,
P618770,Nefrostomi kapatılması,surgical,
P618780,"Nefrostomi, açık cerrahi",surgical,
P618790,Nefroüreterektomi,surgical,
P618800,Nefroüreterektomi ve parsiyel sistektomi,surgical,
P618810,"Nefrovezikal stent yerleştirilmesi, subkütan",surgical,
P618820,"Perirenal apse drenajı, cerrahi",surgical,
P618830,Piyelolitotomi,surgical,
P618840,Piyeloplasti,surgical,
P618850,Piyelostomi,surgical,
P618860,Renal arter plastik operasyonu,surgical,
P618861,Wilm’s tümörü çıkarılması,surgical,
P618870,"Renal kist eksizyonu, laparoskopik",surgical,
P618880,Renal rüptür onarımı,surgical,
P618890,"Retrograd pyelografi, endoskopi dahil",surgical,
P618900,Travmatik böbrek rüptüründe onarım,surgical,
P618910,Endoskopik üreter taşı tedavisi,surgical,
P618920,Retrograd üreteral kateterizasyon,surgical,
P618930,Transüreteroüreterostomi,surgical,
P618940,Urakus kist ve fistül eksizyonu,surgical,
P618950,Üreter tümöründe üreterektomi ve anastomoz,surgical,
P618960,Üreteral J Stent yerleştirilmesi,surgical,
P618970,Üreteral balon dilatasyonu,surgical,
P618980,Double J harici kalıcı üreteral stent yerleştirilmesi,surgical,
P618990,Üreteral stent çıkarılması,surgical,
P619000,Üreteral substitüsyonlar (İleal üreter),surgical,
P619010,"Üretere basket konulması, transüreterolitotomi",surgical,
P619020,Üreterektomi,surgical,
P619030,Üreterokalisiyel anastamoz,surgical,
P619040,Üreterokütaneostomi,surgical,
P619050,Üreterokütaneostomi kapatılması,surgical,
P619060,Üreterolitotomi,surgical,
P619070,Üreterolizis,surgical,
P619080,"Üreteroneosistostomi, iki taraf",surgical,
P619090,"Üreteroneosistostomi, tek taraf",surgical,
P619100,Üreteroplasti,surgical,
P619110,"Üreteroplasti, megaüreterde",surgical,
P619120,"Üreterorenoskopi, biyopsi",surgical,
P619130,"Üreterorenoskopi, tanısal",surgical,
P619140,"Üreterorenoskopi, tümör tedavisi",surgical,
P619150,Üreterosel eksizyonu veya insizyonu,surgical,
P619160,"Üreterosel, açık eksizyonel tedavi",surgical,
P619170,"Üreterosel, endoskopik tedavi",surgical,
P619180,Üreterosigmoidostomi,surgical,
P619190,Üreterostomi,surgical,
P619200,Üreteroüreterostomi,surgical,
P619210,"Üriner diversiyon, ileal loop",surgical,
P619220,"Üriner diversiyon, kontinan",surgical,
P619230,"Üriner diversiyon, üreterokutanöz anastomoz",surgical,
P619240,"Üriner diversiyon, üreterosigmoidostomi",surgical,
P619250,Artifisyel sfinkter takılması,surgical,
P619260,Artifisyel sfinkter çıkartılması,surgical,
P619270,Augmentasyon sistoplasti,surgical,
P619280,"Ekstrofi vezikalis, mesane boynu onarımı",surgical,
P619290,"Ekstrofi vezikalis, primer onarım",surgical,
P619300,"Ekstrofi vezikalis, üretroplasti",surgical,
P619310,Barsaktan mesane substitüsyonları,surgical,
P619320,Divertikülektomi,surgical,
P619330,"Mesane suspansiyonu, laparoskopik",surgical,
P619340,Mesane boynu rezeksiyonu,surgical,
P619350,Mesane boynuna inkontinansta madde enjeksiyonu,surgical,
P619360,Mesane divertikülü eksizyonu,surgical,
P619370,Mesane perforasyon onarımı,surgical,
P619390,Mesane tümörü (TUR) (< 3 cm),surgical,
P619400,Mesane tümörü (TUR) (≥ 3 cm),surgical,
P619415,"Mesane TUR (Tümöral olmayan, reTUR, TUR biyopsi)",surgical,
P619420,"Mesane tümörü rezeksiyonu, cerrahi",surgical,
P619430,Mesane tümöründe lazerle tedavi,surgical,
P619440,Mesanenin prekanseröz lezyonlarında fulgurasyon,surgical,
P619450,Mitrofanof veya Monti prosedürü,surgical,
P619460,Sakral implant yerleştirilmesi,surgical,
P619470,"Sistektomi, basit",surgical,
P619480,"Sistektomi, parsiyel",surgical,
P619490,"Sistektomi, total",surgical,
P619500,"Sistolitotomi, açık cerrahi",surgical,
P619510,"Sistolitotomi, endoskopik",surgical,
P619520,"Sistoskopi ve mesaneden ""punch"" biyopsi",surgical,
P619530,"Sistoskopi, tanısal/ Sistoüretroskopi",surgical,
P619540,"Sistostomi, açık",surgical,
P619550,"Sistostomi, perkütan",surgical,
P619570,Travmatik mesane rüptüründe onarım,surgical,
P619580,Vezikoplasti,surgical,
P619590,Vezikorektal fistül onarımı,surgical,
P619600,Vezikoservikal fistül onarımı,surgical,
P619610,Vezikovajinal fistül onarımı,surgical,
P619620,Vezikostomi,surgical,
P619630,Vezikostomi kapatılması,surgical,
P619640,"Vezikoüreteral reflüde subüreterik enjeksiyon, iki taraf",surgical,
P619650,"Vezikoüreteral reflüde subüreterik enjeksiyon, tek taraf",surgical,
P619660,Epispadias onarımı,surgical,
P619670,"Hipospadias onarımı, distal",surgical,
P619681,"Hipospadias onarımı, penoskrotal",surgical,
P619682,"Hipospadias onarımı, perineal",surgical,
P619690,İnternal üretrotomi,surgical,
P619700,Posterior üretral valv rezeksiyonu,surgical,
P619710,Distal üretra yaralanmalarında primer onarım,surgical,
P619720,Rail-road kateterizasyon (Travmatik üretra ruptüründe),surgical,
P619730,Retropubik üretropeksi ve sling ameliyatları,surgical,
P619740,Üretra yaralanmalarında transpubik onarım,surgical,
P619750,Üretra dilatasyonu,surgical,
P619760,Üretra veya mesaneden taş veya yabancı cisim çıkarılması,surgical,
P619770,Üretral balon dilatasyonu ve/veya stent yerleştirilmesi,surgical,
P619780,Üretral divertikülektomi,surgical,
P619790,Üretral fistül onarımı,surgical,
P619800,Üretral instilasyon,surgical,
P619810,Üretral kordi onarımı,surgical,
P619820,Üretrektomi,surgical,
P619830,"Üretrolitotomi, açık",surgical,
P619840,Üretrolizis,surgical,
P619850,Üretroplasti,surgical,
P619860,"Üretroplasti, flep ile",surgical,
P619870,"Üretroplasti, transpubik",surgical,
P619880,"Üretroplastiler, hipospadias-epispadias dışı",surgical,
P619890,Üretrostomi,surgical,
P619900,Üretrovajinal fistül operasyonu,surgical,
P619910,Müdahaleli vajinal doğum,surgical,
P619911,Müdahaleli vajinal doğum (İlk doğum),surgical,
P619912,Müdahaleli vajinal doğum (Çoğul gebelik),surgical,
P619913,Müdahaleli vajinal ilk doğum (Çoğul gebelik),surgical,
P619920,Normal vajinal doğum,surgical,
P619921,Normal vajinal doğum (İlk doğum),surgical,
P619922,Epidural anestezi ile vajinal doğum,surgical,
P619923,Epidural anestezi ile vajinal doğum (Çoğul gebelik),surgical,
P619925,Suda vajinal doğum,surgical,
P619926,Normal vajinal doğum (Çoğul gebelik),surgical,
