code,long_name_en,long_name_tr,long_name_tr_source,component,unit_default,scale_typ
78920-6,cycloSPORINE [Moles/volume] in Blood by Immunoassay,Siklosporin:SubKons:Zmlı:Kan:Kant:İA,composed,cycloSPORINE,nmol/L,Qn
78921-4,Bordetella pertussis and Bordetella parapertussis DNA and culture panel - Nasopharynx,Bordetella pertussis ve Bordetella parapertussis DNA ve kültür paneli - Nazofarenks,llm,Bordetella pertussis & Bordetella parapertussis panel,,-
78922-2,Respiratory pathogens DNA and RNA panel - Nasopharynx by NAA with probe detection,Solunum yolu patojenleri DNA ve RNA paneli - Nazofarenks prob saptamalı NAA ile,llm,Respiratory pathogens DNA & RNA panel,,-
7892-3,Giardia lamblia IgM Ab [Units/volume] in Serum,Giardia lamblia Ab.IgM:SçKons:Zmlı:Ser:Kant,composed,Giardia lamblia Ab.IgM,[arb'U]/mL,Qn
78923-0,Comorbid condition panel,,,Comorbid condition panel,,-
78924-8,History of Hyperuricemia,,,Hyperuricemia,,Ord
78925-5,History of cerebrovascular accident,,,Cerebrovascular accident,,Ord
78926-3,Myocardial infarction in past 24 hours,,,Myocardial infarction in past 24H,,Ord
78927-1,Procedure urgency,,,Procedure urgency,,Ord
78928-9,Teaching physician name,,,Teaching physician name,,Nom
78929-7,Peripheral vessels fluoroscopic angiogram performed,,,Peripheral vessels fluoroscopic angiogram performed,,Ord
78930-5,Right heart catheterization performed,,,Right heart catheterization performed,,Ord
7893-1,Gliadin Ab [Units/volume] in Serum,Gliadin Ab:SçKons:Zmlı:Ser:Kant,composed,Gliadin Ab,[arb'U]/L,Qn
78931-3,Spasm load test performed,,,Spasm load test performed,,Ord
78932-1,Optical coherence tomography performed,,,Optical coherence tomography performed,,Ord
78933-9,Assisted circulation procedures performed panel,,,Assisted circulation procedures performed panel,,-
78934-7,Temporary pacing performed,,,Temporary pacing performed,,Ord
78935-4,Percutaneous cardiopulmonary support performed,,,Percutaneous cardiopulmonary support performed,,Ord
78936-2,Cardiac procedure complication [Presence],,,Cardiac procedure complication,,Ord
78937-0,Cardiac procedure complication Type,,,Cardiac procedure complication,,Nom
78938-8,Cardiac procedure complication Narrative,,,Cardiac procedure complication,,Nar
78939-6,Percutaneous coronary intervention device panel,,,Percutaneous coronary intervention device panel,,-
78940-4,Coronary artery disease risk factor panel,,,Coronary artery disease risk factor panel,,-
78941-2,Cardiovascular disease history panel,,,Cardiovascular disease history panel,,-
78942-0,Catheterization and angiography device panel,,,Catheterization & angiography device panel,,-
78943-8,Cardiac procedure complications panel,,,Cardiac procedure complications panel,,-
78944-6,Procedure start time,,,Procedure start time,{clock_time},Qn
78945-3,Catheterization device Guiding catheter size,,,Guiding catheter size,[Ch],Qn
78946-1,Coronary stent diameter,,,Coronary stent diameter,mm,Qn
78947-9,Coronary stent length,,,Coronary stent length,mm,Qn
78948-7,Brinkman index,,,Brinkman index,{score},Qn
7894-9,Haemophilus influenzae Ab [Units/volume] in Serum,Haemophilus influenzae Ab:SçKons:Zmlı:Ser:Kant,composed,Haemophilus influenzae Ab,[arb'U]/mL,Qn
78949-5,Catheterization and angiography procedures performed panel,,,Catheterization & angiography procedures performed panel,,-
78950-3,Left ventricle Segmental wall motion panel by Angiogram,,,Segmental wall motion panel,,-
78951-1,Left ventricular basal anterior Segmental wall motion by Cardiac angiogram,,,Segmental wall motion,,Ord
78952-9,Left ventricular lateral anterior Segmental wall motion by Cardiac angiogram,,,Segmental wall motion,,Ord
78953-7,Left ventricular apex Segmental wall motion by Cardiac angiogram,,,Segmental wall motion,,Ord
78954-5,Left ventricular inferior Segmental wall motion by Cardiac angiogram,,,Segmental wall motion,,Ord
78955-2,Left ventricular basal posterior Segmental wall motion by Cardiac angiogram,,,Segmental wall motion,,Ord
7895-6,Hantavirus hantaan IgG Ab [Units/volume] in Serum,Hantavirus hantaan Ab.IgG:SçKons:Zmlı:Ser:Kant,composed,Hantavirus hantaan Ab.IgG,[arb'U]/mL,Qn
78956-0,Ventricular septal Segmental wall motion by Cardiac angiogram,,,Segmental wall motion,,Ord
78957-8,Left ventricular lateral posterior Segmental wall motion by Cardiac angiogram,,,Segmental wall motion,,Ord
78958-6,Cathepsin A [Enzymatic activity/mass] in Leukocytes,Katepsin A:Ktlİçrk:Zmlı:Lökosit:Kant,composed,Cathepsin A,nmol/h/mg{protein},Qn
78959-4,Hyocholate [Moles/volume] in Serum or Plasma,Hyokolat:SubKons:Zmlı:Ser/Plaz:Kant,composed,Hyocholate,umol/L,Qn
78960-2,Aldosterone and renin concentration panel - Plasma,Aldosteron ve renin konsantrasyon paneli:-:Zmlı:Plaz:Kant,composed,Aldosterone & renin concentration panel,,Qn
78961-0,IgG clearance/Albumin clearance [Ratio] in Urine and Serum or Plasma,IgG Klirens/Albumin Klirens:Oran:Zmlı:İdrar+Ser/Plaz:Kant,composed,IgG clearance/Albumin clearance,{ratio},Qn
78962-8,IgG clearance/Transferrin clearance [Ratio] in Urine and Serum or Plasma,IgG Klirens/Transferrin Klirens:Oran:Zmlı:İdrar+Ser/Plaz:Kant,composed,IgG clearance/Transferrin clearance,{ratio},Qn
78963-6,Mannose-6-phosphate isomerase [Enzymatic activity/mass] in Leukocytes,Mannoz-6-fosfat izomeraz:Ktlİçrk:Zmlı:Lökosit:Kant,composed,Mannose-6-phosphate isomerase,nmol/h/mg{protein},Qn
7896-4,Hantavirus hantaan IgM Ab [Units/volume] in Serum,Hantavirus hantaan Ab.IgM:SçKons:Zmlı:Ser:Kant,composed,Hantavirus hantaan Ab.IgM,[arb'U]/mL,Qn
78964-4,N-acetylaspartylglutamate [Moles/volume] in Cerebral spinal fluid,N-asetilaspartilglutamat:SubKons:Zmlı:BOS:Kant,composed,N-acetylaspartylglutamate,nmol/L,Qn
78965-1,Neurofilament medium chain Ab [Mass/volume] in Cerebral spinal fluid,Neurofilament orta zincir Ab:KütlKons:Zmlı:BOS:Kant,composed,Neurofilament medium chain Ab,ng/L,Qn
78966-9,S-adenosylmethionine [Moles/volume] in Serum or Plasma,S-adenozilmetiyonin:SubKons:Zmlı:Ser/Plaz:Kant,composed,S-adenosylmethionine,nmol/L,Qn
78967-7,Sedoheptulose/Creatinine [Molar ratio] in Urine,Sedoheptüloz/Kreatinin:SOrn:Zmlı:İdrar:Kant,composed,Sedoheptulose/Creatinine,mmol/mol{creat},Qn
78968-5,Benperidol [Mass/volume] in Serum or Plasma,Benperidol:KütlKons:Zmlı:Ser/Plaz:Kant,composed,Benperidol,ug/L,Qn
78969-3,Neurofilament heavy chain Ab [Mass/volume] in Cerebral spinal fluid,Neurofilament ağır zincir Ab:KütlKons:Zmlı:BOS:Kant,composed,Neurofilament heavy chain Ab,ng/L,Qn
78970-1,Phosphomannomutase 1 [Enzymatic activity/mass] in Leukocytes,Fosfomannomutaz 1:Ktlİçrk:Zmlı:Lökosit:Kant,composed,Phosphomannomutase 1,mU/g{protein},Qn
78971-9,Phosphomannomutase 1 [Enzymatic activity/mass] in Fibroblast,Fosfomannomutaz 1:Ktlİçrk:Zmlı:Fibroblastlar:Kant,composed,Phosphomannomutase 1,mU/mg{protein},Qn
7897-2,Hantavirus puumala IgG Ab [Units/volume] in Serum,Hantavirus puumala Ab.IgG:SçKons:Zmlı:Ser:Kant,composed,Hantavirus puumala Ab.IgG,[arb'U]/mL,Qn
78972-7,CYP2C8 gene allele [Genotype] in Blood or Tissue by Molecular genetics method Nominal,CYP2C8 geni alel [Genotip] Kanda veya Dokuda Moleküler genetik yöntemi ile Nominal,llm,CYP2C8 gene allele,,Nom
78973-5,CT scanogram Lower extremity - bilateral for leg measurement WO contrast,,,Multisection for leg measurement^WO contrast,,Doc
78974-3,IV contrast given [Identifier],,,Intravenous contrast given,,Nom
78975-0,Type of Contrast given,,,Intravenous contrast given,,Nom
78976-8,Hospital admission ischemic heart disease diagnosis,,,Hospital admission ischemic heart disease dx,,Nom
78977-6,Cardiologist name Provider,,,Cardiologist name,,Nom
78978-4,Catheterization device Guiding catheter product name,,,Guiding catheter product name,,Nom
78979-2,Catheterization device Guide wire product name,,,Guide wire product name,,Nom
789-8,Erythrocytes [#/volume] in Blood by Automated count,Eritrositler:SayKons:Zmlı:Kan:Kant:Otomatize sayım,composed,Erythrocytes,10*6/uL,Qn
7898-0,Hantavirus puumala IgM Ab [Units/volume] in Serum,Hantavirus puumala Ab.IgM:SçKons:Zmlı:Ser:Kant,composed,Hantavirus puumala Ab.IgM,[arb'U]/mL,Qn
78980-0,Angioplasty balloon product name,,,Angioplasty balloon product name,,Nom
78981-8,Coronary stent product name,,,Coronary stent product name,,Nom
78982-6,D-3-phosphoglycerate dehydrogenase [Enzymatic activity/mass] in Fibroblast,D-3-fosfogliserat dehidrojenaz:Ktlİçrk:Zmlı:Fibroblastlar:Kant,composed,D-3-phosphoglycerate dehydrogenase,nmol/min/mg{protein},Qn
78983-4,4-Hydroxy-3-Methoxyphenyllactate [Moles/volume] in Cerebral spinal fluid,4-Hidroksi-3-Metoksifenillaktat:SubKons:Zmlı:BOS:Kant,composed,4-Hydroxy-3-Methoxyphenyllactate,umol/L,Qn
78984-2,Macroprolactin/Prolactin in Serum or Plasma,Makroprolaktin/Prolaktin:SçFr:Zmlı:Ser/Plaz:Kant,composed,Macroprolactin/Prolactin,%,Qn
78985-9,Prolactin.dimeric [Units/volume] in Serum or Plasma,Prolaktin.dimerik:SçKons:Zmlı:Ser/Plaz:Kant,composed,Prolactin.dimeric,[arb'U]/L,Qn
78986-7,Prolactin.dimeric/Prolactin in Serum or Plasma,Prolaktin.dimerik/Prolaktin:SçFr:Zmlı:Ser/Plaz:Kant,composed,Prolactin.dimeric/Prolactin,%,Qn
78987-5,Provasopressin.C-terminal [Moles/volume] in Serum or Plasma by Immunoassay,Provazopresin.C-terminal:SubKons:Zmlı:Ser/Plaz:Kant:İA,composed,Provasopressin.C-terminal,pmol/L,Qn
78988-3,Cortisol [Moles/mass] in Hair,Kortizol:Subİçrk:Zmlı:Saç:Kant,composed,Cortisol,nmol/g,Qn
78989-1,Cryoglobulin [Mass/volume] in Serum,Kriyoglobulin:KütlKons:Zmlı:Ser:Kant,composed,Cryoglobulin,g/L,Qn
78990-9,Flavin adenine dinucleotide [Moles/volume] in Serum or Plasma,Flavin adenin dinükleotid:SubKons:Zmlı:Ser/Plaz:Kant,composed,Flavin adenine dinucleotide,nmol/L,Qn
78991-7,Flavin adenine dinucleotide [Moles/volume] in Blood,Flavin adenin dinükleotid:SubKons:Zmlı:Kan:Kant,composed,Flavin adenine dinucleotide,nmol/L,Qn
78992-5,Melatonin [Mass/volume] in Saliva (oral fluid),Melatonin:KütlKons:Zmlı:Tükürük:Kant,composed,Melatonin,pg/mL,Qn
78993-3,Prolactin isoforms panel - Serum or Plasma,Prolaktin izoformları paneli - Serum veya Plazma,llm,Prolactin isoforms panel,,-
78994-1,Prolactin monomeric [Units/volume] in Serum or Plasma,Prolaktin.monomerik:SçKons:Zmlı:Ser/Plaz:Kant,composed,Prolactin.monomeric,[arb'U]/L,Qn
78995-8,Prolactin monomeric/Prolactin in Serum or Plasma,Prolaktin.monomerik/Prolaktin:SçFr:Zmlı:Ser/Plaz:Kant,composed,Prolactin.monomeric/Prolactin,%,Qn
78997-4,Can you walk 25 feet on a level surface (with or without support) [PROMIS],,,Can you walk 25 feet on a level surface (with or without support),,Ord
7899-8,Hantavirus RNA [Presence] in Serum by NAA with probe detection,Hantavirus RNA:MevcEşik:Zmlı:Ser:Srl:Prob.amf.hdf,composed,Hantavirus RNA,,Ord
78998-2,"Are you able to go OUTSIDE the home, for example to shop or visit a doctor's office [PROMIS]",,,"Are you able to go OUTSIDE the home, for example to shop or visit a doctor's office",,Ord
78999-0,Are you able to dial a number on a phone with large buttons [PROMIS],,,Are you able to dial a number on a phone with large buttons,,Ord
79000-6,Are you able to clean up after a meal [PROMIS],,,Are you able to clean up after a meal,,Ord
79001-4,How much difficulty do you currently have opening previously opened jars [PROMIS],,,How much difficulty do you currently have opening previously opened jars,,Ord
79002-2,Are you able to dial a number on the keypad of a cell phone [PROMIS],,,Are you able to dial a number on the keypad of a cell phone,,Ord
79003-0,Are you able to roll onto your stomach while lying in bed [PROMIS],,,Are you able to roll onto your stomach while lying in bed,,Ord
7900-4,Helicobacter pylori Ab [Units/volume] in Serum,Helicobacter pylori Ab:SçKons:Zmlı:Ser:Kant,composed,Helicobacter pylori Ab,{Index_val},Qn
79004-8,Are you able to pull up covers while lying in bed [PROMIS],,,Are you able to pull up covers while lying in bed,,Ord
79005-5,"Are you able to hike a couple of miles on uneven surfaces, including hills [PROMIS]",,,"Are you able to hike a couple of miles on uneven surfaces, including hills",,Ord
79006-3,Are you able to walk more than a mile [PROMIS],,,Are you able to walk more than a mile,,Ord
79007-1,Are you able to open and squeeze a new tube of toothpaste [PROMIS],,,Are you able to open and squeeze a new tube of toothpaste,,Ord
79008-9,How much difficulty do you currently have pulling up and fastening your pants after a bowel movement [PROMIS],,,How much difficulty do you currently have pulling up and fastening your pants after a bowel movement,,Ord
79009-7,Are you able to fasten and unfasten a seatbelt [PROMIS],,,Are you able to fasten and unfasten a seatbelt,,Ord
79010-5,Are you able to do chores such as vacuuming carpet or mopping floors [PROMIS],,,Are you able to do chores such as vacuuming carpet or mopping floors,,Ord
79011-3,Are you able to go up and down stairs [PROMIS],,,Are you able to go up and down stairs,,Ord
7901-2,Helicobacter pylori IgA Ab [Units/volume] in Serum,Helicobacter pylori IgA:SçKons:Zmlı:Ser:Kant,composed,Helicobacter pylori Ab.IgA,[arb'U]/mL,Qn
79012-1,Are you able to lift small objects (such as a can of soup) above your shoulder [PROMIS],,,Are you able to lift small objects (such as a can of soup) above your shoulder,,Ord
79013-9,Are you able to carry a bag of groceries for a short distance [PROMIS],,,Are you able to carry a bag of groceries for a short distance,,Ord
79014-7,Able to put on socks [PROMIS],,,Able to put on socks,,Ord
79015-4,Are you able to pull a sweater or t-shirt over your head [PROMIS],,,Are you able to pull a sweater or t-shirt over your head,,Ord
79016-2,How much difficulty do you currently have cleaning yourself after a bowel movement [PROMIS],,,How much difficulty do you currently have cleaning yourself after a bowel movement,,Ord
79017-0,Are you able to do an exercise of your choice for 20 minutes several times a week [PROMIS],,,Are you able to do an exercise of your choice for 20 minutes several times a week,,Ord
79018-8,Are you able to do strenuous tasks around the house like cleaning the bathroom or scrubbing floors [PROMIS],,,Are you able to do strenuous tasks around the house like cleaning the bathroom or scrubbing floors,,Ord
79019-6,Are you able to stand on a moving escalator [PROMIS],,,Are you able to stand on a moving escalator,,Ord
7902-0,Helicobacter pylori IgG Ab [Units/volume] in Serum,Helicobacter pylori Ab.IgG:SçKons:Zmlı:Ser:Kant,composed,Helicobacter pylori Ab.IgG,[arb'U]/mL,Qn
79020-4,Are you able to pour liquid from a container into a cup [PROMIS],,,Are you able to pour liquid from a container into a cup,,Ord
79021-2,Are you able to turn pages in a book [PROMIS],,,Are you able to turn pages in a book,,Ord
79022-0,Are you able to prepare simple meals for yourself or for others [PROMIS],,,Are you able to prepare simple meals for yourself or for others,,Ord
79023-8,Are you able to reach above your head [PROMIS],,,Are you able to reach above your head,,Ord
79024-6,Are you able to do housework like vacuuming or sweeping floors [PROMIS],,,Are you able to do housework like vacuuming or sweeping floors,,Ord
79025-3,Are you able to do yard work like raking leaves or sweeping the driveway [PROMIS],,,Are you able to do yard work like raking leaves or sweeping the driveway,,Ord
79026-1,Are you able to take a letter out of an envelope [PROMIS],,,Are you able to take a letter out of an envelope,,Ord
79027-9,Are you able to push the buttons on a television remote control [PROMIS],,,Are you able to push the buttons on a television remote control,,Ord
79028-7,Are you able to get items in and out of a wallet [PROMIS],,,Are you able to get items in and out of a wallet,,Ord
79029-5,Are you able to turn a key to unlock a door [PROMIS],,,Are you able to turn a key to unlock a door,,Ord
79030-3,Are you able to take a shower [PROMIS],,,Are you able to take a shower,,Ord
79031-1,Are you able to turn sink faucets on and off [PROMIS],,,Are you able to turn sink faucets on and off,,Ord
79032-9,Are you able to type a few sentences on a computer keyboard [PROMIS],,,Are you able to type a few sentences on a computer keyboard,,Ord
79033-7,Are you able to move about the house [PROMIS],,,Are you able to move about the house,,Ord
79034-5,Are you able to use a regular computer mouse [PROMIS],,,Are you able to use a regular computer mouse,,Ord
79035-2,Are you able to move wet clothes from the washer to the dryer [PROMIS],,,Are you able to move wet clothes from the washer to the dryer,,Ord
79036-0,Are you able to move around on a slippery surface outdoors [PROMIS],,,Are you able to move around on a slippery surface outdoors,,Ord
79037-8,Are you able to move about in a dark room or hallway without falling [PROMIS],,,Are you able to move about in a dark room or hallway without falling,,Ord
7903-8,Helicobacter pylori IgM Ab [Units/volume] in Serum,Helicobacter pylori Ab.IgM:SçKons:Zmlı:Ser:Kant,composed,Helicobacter pylori Ab.IgM,[arb'U]/mL,Qn
79038-6,"Are you able to do vigorous activities, such as playing sports [PROMIS]",,,"Are you able to do vigorous activities, such as playing sports",,Ord
79039-4,Are you able to carry a shopping bag [PROMIS],,,Are you able to carry a shopping bag,,Ord
79040-2,Are you able to dress yourself [PROMIS],,,Are you able to dress yourself,,Ord
79041-0,Are you able to wash and dry your feet [PROMIS],,,Are you able to wash and dry your feet,,Ord
79042-8,Are you able to wash dishes and utensils by hand [PROMIS],,,Are you able to wash dishes and utensils by hand,,Ord
79043-6,"How much difficulty do you currently have sitting down on a low, soft couch [PROMIS]",,,"How much difficulty do you currently have sitting down on a low, soft couch",,Ord
79044-4,"How much difficulty do you currently have standing up from a low, soft couch [PROMIS]",,,"How much difficulty do you currently have standing up from a low, soft couch",,Ord
79045-1,Are you able to stand upright briefly without support [PROMIS],,,Are you able to stand upright briefly without support,,Ord
7904-6,Hepatitis A virus RNA [Presence] in Serum by NAA with probe detection,Hepatit A virüsü RNA:MevcEşik:Zmlı:Ser:Srl:Prob.amf.hdf,composed,Hepatitis A virus RNA,,Ord
79046-9,Are you able to transfer from a bed to a chair or a wheelchair [PROMIS],,,Are you able to transfer from a bed to a chair or a wheelchair,,Ord
79047-7,"If you need to, are you physically able to rush for a short distance, such as to cross a street [PROMIS]",,,"If you need to, are you physically able to rush for a short distance, such as to cross a street",,Ord
79048-5,Are you able to move from the street to the sidewalk without a curb cut [PROMIS],,,Are you able to move from the street to the sidewalk without a curb cut,,Ord
79049-3,Are you able to use a moving escalator safely [PROMIS],,,Are you able to use a moving escalator safely,,Ord
79050-1,Are you able to fasten buttons on a shirt or blouse [PROMIS],,,Are you able to fasten buttons on a shirt or blouse,,Ord
79051-9,Are you able to hold a card or letter in order to read it [PROMIS],,,Are you able to hold a card or letter in order to read it,,Ord
79052-7,Are you able to cut your toenails [PROMIS],,,Are you able to cut your toenails,,Ord
7905-3,Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Neutralization test,Hepatit B virüsü yüzey Ag:MevcEşik:Zmlı:Ser/Plaz:Srl:Nötr,composed,Hepatitis B virus surface Ag,,Ord
79053-5,Are you able to fold clean laundry [PROMIS],,,Are you able to fold clean laundry,,Ord
79054-3,Are you able to get into a vehicle [PROMIS],,,Are you able to get into a vehicle,,Ord
79055-0,"How much difficulty do you currently have getting into and out of a truck, bus, shuttle van or sport utility vehicle [PROMIS]",,,"How much difficulty do you currently have getting into and out of a truck, bus, shuttle van or sport utility vehicle",,Ord
79056-8,How much difficulty do you currently have applying spreads to breads using a knife [PROMIS],,,How much difficulty do you currently have applying spreads to breads using a knife,,Ord
79057-6,How much difficulty do you currently have playing cards or Bingo or other light recreational activities [PROMIS],,,How much difficulty do you currently have playing cards or Bingo or other light recreational activities,,Ord
79058-4,How much difficulty do you currently have removing wrappings from small objects [PROMIS],,,How much difficulty do you currently have removing wrappings from small objects,,Ord
79059-2,Are you able to exercise regularly [PROMIS],,,Are you able to exercise regularly,,Ord
790-6,Erythrocytes [#/volume] in Blood by Manual count,Eritrositler:SayKons:Zmlı:Kan:Kant:Manuel sayım,composed,Erythrocytes,10*9/uL,Qn
79060-0,Are you able to receive a call on a cell phone [PROMIS],,,Are you able to receive a call on a cell phone,,Ord
7906-1,Hepatitis D virus RNA [Presence] in Serum by NAA with probe detection,Hepatit D virüsü RNA:MevcEşik:Zmlı:Ser:Srl:Prob.amf.hdf,composed,Hepatitis D virus RNA,,Ord
79061-8,Are you able to open a tight or new jar [PROMIS],,,Are you able to open a tight or new jar,,Ord
79062-6,PROMIS item bank - physical function w mobility aids - version 1.0,,,PROMIS item bank - physical function w mobility aids - version 1.0,,Ord
79063-4,PROMIS short form - physical function w mobility aids - version 1.0,,,PROMIS short form - physical function w mobility aids - version 1.0,,Ord
79064-2,PROMIS short form - physical function w mobility aids - version 1.0 raw score,,,PROMIS short form - physical function w mobility aids - version 1.0 raw score,{score},Qn
79065-9,CT Abdomen and Pelvis 3D post processing WO contrast,,,Multisection 3D post processing^WO contrast,,Doc
79066-7,CT Abdomen 3D post processing WO contrast,,,Multisection 3D post processing^WO contrast,,Doc
79067-5,CT Airway WO contrast,,,Multisection^WO contrast,,Doc
79068-3,CT Chest for screening W contrast IV,,,Multisection for screening^W contrast IV,,Doc
79069-1,CT Colon and Rectum for screening WO contrast IV and W air contrast PR,,,Multisection for screening^WO contrast IV+W air contrast PR,,Doc
79071-7,CT Colon and Rectum WO contrast IV and W air contrast PR,,,Multisection^WO contrast IV+W air contrast PR,,Doc
79072-5,CT Guidance for radiation treatment of Unspecified body region,,,Guidance for radiation treatment,,Doc
79073-3,CTA Heart and Coronary arteries W contrast IV,,,Multisection^W contrast IV,,Doc
79074-1,CT Kidney and Ureter and Urinary bladder 3D post processing WO and W contrast IV,,,Multisection 3D post processing^WO & W contrast IV,,Doc
79075-8,CT Pelvis by reconstruction W contrast IV,,,Multisection by reconstruction^W contrast IV,,Doc
79076-6,CT Pelvis by reconstruction WO contrast,,,Multisection by reconstruction^WO contrast,,Doc
79077-4,CTA Pulmonary arteries for pulmonary embolus W contrast IV,,,Multisection for pulmonary embolus^W contrast IV,,Doc
79078-2,CT Cervical spine by reconstruction W contrast IV,,,Multisection by reconstruction^W contrast IV,,Doc
7907-9,Herpes simplex virus Ab [Units/volume] in Serum,Herpes simplex virüsü Ab:SçKons:Zmlı:Ser:Kant,composed,Herpes simplex virus Ab,[arb'U]/mL,Qn
79079-0,CT Cervical spine by reconstruction WO contrast,,,Multisection by reconstruction^WO contrast,,Doc
79080-8,CT Lumbar spine by reconstruction W contrast IV,,,Multisection by reconstruction^W contrast IV,,Doc
79081-6,CT Lumbar spine by reconstruction WO contrast,,,Multisection by reconstruction^WO contrast,,Doc
79082-4,CT Thoracic spine by reconstruction W contrast IV,,,Multisection by reconstruction^W contrast IV,,Doc
79083-2,CT Temporal bone by reconstruction W contrast IV,,,Multisection by reconstruction^W contrast IV,,Doc
79084-0,CT Temporal bone by reconstruction WO contrast,,,Multisection by reconstruction^WO contrast,,Doc
79085-7,CT Biliary ducts WO and W contrast IV,,,Multisection^WO & W contrast IV,,Doc
79086-5,CT Chest for screening WO contrast,,,Multisection for screening^WO contrast,,Doc
7908-7,Herpes simplex virus 1 Ab [Units/volume] in Serum,Herpes simplex virüsü 1 Ab:SçKons:Zmlı:Ser:Kant,composed,Herpes simplex virus 1 Ab,[arb'U]/mL,Qn
79087-3,CT Heart and Coronary arteries for calcium scoring WO contrast,,,Multisection for calcium score^WO contrast,,Doc
79088-1,CT Heart for congenital disease W contrast IV,,,Multisection for congenital disease^W contrast IV,,Doc
79089-9,CT Heart W contrast IV,,,Multisection^W contrast IV,,Doc
79090-7,CT densitometry Lumbar spine WO contrast,,,Multisection^WO contrast,,Doc
79091-5,CT Thoracic spine by reconstruction WO contrast,,,Multisection by reconstruction^WO contrast,,Doc
79092-3,CT densitometry Thoracic spine WO contrast,,,Multisection^WO contrast,,Doc
79093-1,CT Unspecified body region 3D post processing,,,Multisection 3D post processing,,Doc
79094-9,CT Urinary bladder W contrast intra bladder,,,Multisection^W contrast intra bladder,,Doc
7909-5,Herpes simplex virus 1 IgG Ab [Units/volume] in Serum,Herpes simplex virüsü 1 Ab.IgG:SçKons:Zmlı:Ser:Kant,composed,Herpes simplex virus 1 Ab.IgG,[arb'U]/mL,Qn
79095-6,CT Teeth,,,Multisection,,Doc
79096-4,CT Chest 3D post processing WO contrast,,,Multisection 3D post processing^WO contrast,,Doc
79097-2,CT Chest and Abdomen 3D post processing WO contrast,,,Multisection 3D post processing^WO contrast,,Doc
79098-0,CT Chest and Abdomen and Pelvis 3D post processing WO contrast,,,Multisection 3D post processing^WO contrast,,Doc
79099-8,CT Pelvis 3D post processing WO contrast,,,Multisection 3D post processing^WO contrast,,Doc
79101-2,CT Colon and Rectum for screening W air contrast PR,,,Multisection for screening^W air contrast PR,,Doc
79102-0,Heart transplant acute cellular rejection risk [Score] in Mononuclear cells Calculated by AlloMap,Kalp transplantı akut hücresel rejeksiyon riski [Skor] Mononükleer hücrelerde AlloMap ile hesaplanmış,llm,Heart transplant acute cellular rejection risk,{score},Qn
7910-3,Herpes simplex virus 1 IgM Ab [Units/volume] in Serum,Herpes simplex virüsü 1 Ab.IgM:SçKons:Zmlı:Ser:Kant,composed,Herpes simplex virus 1 Ab.IgM,[arb'U]/mL,Qn
79103-8,CT Abdomen W contrast IV,,,Multisection^W contrast IV,,Doc
79104-6,Recall [GPCOG],,,Recall,,-
79105-3,Can provide correct date [GPCOG],,,Can provide correct date,,Ord
79106-1,Can correctly draw all the numbers to indicate the hours of a clock [GPCOG],,,Can correctly draw all the numbers to indicate the hours of a clock,,Ord
79107-9,Can correctly draw hands to show 10M past eleven o'clock [GPCOG],,,Can correctly draw hands to show 10M past eleven o'clock,,Ord
79108-7,Can report something that happened in the news recently [GPCOG],,,Can report something that happened in the news recently,,Ord
79109-5,Can recall John [GPCOG],,,Can recall John,,Ord
79110-3,Can recall Brown [GPCOG],,,Can recall Brown,,Ord
7911-1,Herpes simplex virus 2 Ab [Units/volume] in Serum,Herpes simplex virüsü 2 Ab:SçKons:Zmlı:Ser:Kant,composed,Herpes simplex virus 2 Ab,[arb'U]/mL,Qn
79111-1,Can recall 42 [GPCOG],,,Can recall 42,,Ord
79112-9,Can recall West [GPCOG],,,Can recall West,,Ord
79113-7,Can recall Kensington [GPCOG],,,Can recall Kensington,,Ord
79114-5,Total score - Patient examination [GPCOG],,,Total score - Patient examination,{score},Qn
79115-2,General Practitioner Assessment of Cognition [GPCOG],,,General Practitioner Assessment of Cognition,,-
79116-0,Informant interview panel [GPCOG],,,Informant interview panel,,-
79117-8,Patient examination panel [GPCOG],,,Patient examination panel,,-
79118-6,"Compared to a few years ago, does the patient have more trouble remembering things that have happened recently than she or he used to [GPCOG]",,,"Compared to a few Y ago, does the patient have more trouble remembering things that have happened recently than she or he used to",,Ord
79119-4,"Compared to a few years ago, does he or she have more trouble recalling conversations a few days later [GPCOG]",,,"Compared to a few Y ago, does he or she have more trouble recalling conversations a few days later",,Ord
79120-2,"Compared to a few years ago, when speaking, does the patient have more difficulty in finding the right word or tend to use the wrong words more often [GPCOG]",,,"Compared to a few Y ago, when speaking, does the patient have more difficulty in finding the right word or tend to use the wrong words more often",,Ord
79121-0,"Compared to a few years ago, is the patient less able to manage money and financial affairs (e.g. paying bills, budgeting) [GPCOG]",,,"Compared to a few Y ago, is the patient less able to manage money and financial affairs (e.g. paying bills, budgeting)",,Ord
79122-8,"Compared to a few years ago, is the patient less able to manage his or her medication independently [GPCOG]",,,"Compared to a few Y ago, is the patient less able to manage his or her medication independently",,Ord
79123-6,"Compared to a few years ago, does the patient need more assistance with transport (either private or public) [GPCOG]",,,"Compared to a few Y ago, does the patient need more assistance with transport (either private or public)",,Ord
79124-4,Total score - Informant interview [GPCOG],,,Total score - Informant interview,{score},Qn
