code,description_tr,description_en,parent_code,is_billable
V38.2,"Çarpışmasız nakliye veya ulaşım kazasında yaralanan üç tekerlekli motorlu araçtaki kişi, araç dışındaki kişi, trafik dışı kaza","Occupant of three-wheeled motor vehicle injured in noncollision transport accident, person on outside of vehicle, nontraffic accident",V38,true
V38.3,"Çarpışmasız nakliye veya ulaşım kazasında yaralanan üç tekerlekli motorlu araçtaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza","Occupant of three-wheeled motor vehicle injured in noncollision transport accident, unspecified occupant of three-wheeled motor vehicle, nontraffic accident",V38,true
V38.4,"Çarpışmasız nakliye veya ulaşım kazasında yaralanan üç tekerlekli motorlu araçtaki kişi, binerken veya inerken","Occupant of three-wheeled motor vehicle injured in noncollision transport accident, while boarding or alighting",V38,true
V38.5,"Çarpışmasız nakliye veya ulaşım kazasında yaralanan üç tekerlekli motorlu araçtaki kişi, sürücü, trafik kazası","Occupant of three-wheeled motor vehicle injured in noncollision transport accident, driver, traffic accident",V38,true
V38.6,"Çarpışmasız nakliye veya ulaşım kazasında yaralanan üç tekerlekli motorlu araçtaki kişi, yolcu, trafik kazası","Occupant of three-wheeled motor vehicle injured in noncollision transport accident, passenger, traffic accident",V38,true
V38.7,"Çarpışmasız nakliye veya ulaşım kazasında yaralanan üç tekerlekli motorlu araçtaki kişi, araç dışındaki kişi, trafik kazası","Occupant of three-wheeled motor vehicle injured in noncollision transport accident, person on outside of vehicle, traffic accident",V38,true
V38.9,"Çarpışmasız nakliye veya ulaşım kazasında yaralanan üç tekerlekli motorlu araçtaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik kazası","Occupant of three-wheeled motor vehicle injured in noncollision transport accident, unspecified occupant of three-wheeled motor vehicle, traffic accident",V38,true
V39,Diğer ve tanımlanmamış nakliye veya ulaşım kazalarında yaralanan üç tekerlekli motorlu araçtaki kişi,,V30-V39,false
V39.0,Trafik dışı kazada diğer ve tanımlanmamış motorlu araçlarla çarpışmada yaralanan üç tekerlekli motorlu araç sürücüsü,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,V39,true
V39.1,Trafik dışı kazada diğer ve tanımlanmamış motorlu araçlarla çarpışmada yaralanan üç tekerlekli motorlu araç yolcusu,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,V39,true
V39.2,Trafik dışı kazada diğer ve tanımlanmamış motorlu araçlarla çarpışmada yaralanan üç tekerlekli motorlu aracın sürücü yada yolcu olduğu tanımlanmamış,Unspecified occupant of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident,V39,true
V39.3,Tanımlanmamış trafik dışı kazada yaralanan üç tekerlekli motorlu araçtaki kişi [herhangi],Occupant [any] of three-wheeled motor vehicle injured in unspecified nontraffic accident,V39,true
V39.4,Trafik kazasında diğer ve tanımlanmamış motorlu araçlarla çarpışmada yaralanan üç tekerlekli motorlu araç sürücüsü,Driver injured in collision with other and unspecified motor vehicles in traffic accident,V39,true
V39.5,Trafik kazasında diğer ve tanımlanmamış motorlu araçlarla çarpışmada yaralanan üç tekerlekli motorlu araç yolcusu,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,V39,true
V39.6,Trafik kazasında diğer ve tanımlanmamış motorlu araçlarla çarpışmada yaralanan üç tekerlekli motorlu aracın sürücü yada yolcu olduğu tanımlanmamış,Unspecified occupant of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in traffic accident,V39,true
V39.8,Diğer tanımlanmış nakliye veya ulaşım kazalarında yaralanan üç tekerlekli motorlu araçtaki kişi [herhangi],Occupant [any] of three-wheeled motor vehicle injured in other specified transport accidents,V39,true
V39.9,Tanımlanmamış trafik kazasında yaralanan üç tekerlekli motorlu araçtaki kişi [herhangi],Occupant [any] of three-wheeled motor vehicle injured in unspecified traffic accident,V39,true
V40-V49,Nakliye veya ulaşım kazasında yaralanan arabadaki  kişi,,U50-Y98,false
V40,Yaya veya hayvanla çarpışmada yaralanan arabadaki  kişi,,V40-V49,false
V40.0,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza","Car occupant injured in collision with pedestrian or animal, driver, nontraffic accident",V40,false
V40.00,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, sedan",,V40.0,true
V40.01,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, dört tekerlekli arazi aracı",,V40.0,true
V40.02,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, dört tekerlekli motosiklet",,V40.0,true
V40.03,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, yolcu vanı",,V40.0,true
V40.08,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, diğer tanımlanmış araba [otomobil]",,V40.0,true
V40.09,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, tanımlanmamış araba [otomobil]",,V40.0,true
V40.1,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza","Car occupant injured in collision with pedestrian or animal, passenger, nontraffic accident",V40,false
V40.10,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, sedan",,V40.1,true
V40.11,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, dört tekerlekli arazi aracı",,V40.1,true
V40.12,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, dört tekerlekli motosiklet",,V40.1,true
V40.13,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, yolcu vanı",,V40.1,true
V40.18,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, diğer tanımlanmış araba [otomobil]",,V40.1,true
V40.19,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, tanımlanmamış araba [otomobil]",,V40.1,true
V40.2,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza","Car occupant injured in collision with pedestrian or animal, person on outside of vehicle, nontraffic accident",V40,false
V40.20,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, sedan",,V40.2,true
V40.21,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, dört tekerlekli arazi aracı",,V40.2,true
V40.22,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, dört tekerlekli motosiklet",,V40.2,true
V40.23,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, yolcu vanı",,V40.2,true
V40.28,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, diğer tanımlanmış araba [otomobil]",,V40.2,true
V40.29,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, tanımlanmamış araba [otomobil]",,V40.2,true
V40.3,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza","Car occupant injured in collision with pedestrian or animal, unspecified car occupant, nontraffic accident",V40,false
V40.30,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza, sedan",,V40.3,true
V40.31,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza, dört tekerlekli arazi aracı",,V40.3,true
V40.32,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza, dört tekerlekli motosiklet",,V40.3,true
V40.33,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza, yolcu vanı",,V40.3,true
V40.38,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza, diğer tanımlanmış araba [otomobil]",,V40.3,true
V40.39,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, tanımlanmamış araba [otomobil]",,V40.3,true
V40.4,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, binerken veya inerken","Car occupant injured in collision with pedestrian or animal, while boarding or alighting",V40,false
V40.40,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, binerken veya inerken, sedan",,V40.4,true
V40.41,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, binerken veya inerken, dört tekerlekli arazi aracı",,V40.4,true
V40.42,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, binerken veya inerken, dört tekerlekli motosiklet",,V40.4,true
V40.43,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, binerken veya inerken, yolcu vanı",,V40.4,true
V40.48,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, binerken veya inerken, diğer tanımlanmış araba [otomobil]",,V40.4,true
V40.49,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, binerken veya inerken, tanımlanmamış araba [otomobil]",,V40.4,true
V40.5,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza","Car occupant injured in collision with pedestrian or animal, driver, traffic accident",V40,false
V40.50,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, sedan",,V40.5,true
V40.51,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, dört tekerlekli arazi aracı",,V40.5,true
V40.52,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, dört tekerlekli motosiklet",,V40.5,true
V40.53,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, yolcu vanı",,V40.5,true
V40.58,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, diğer tanımlanmış araba [otomobil]",,V40.5,true
V40.59,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, tanımlanmamış araba [otomobil]",,V40.5,true
V40.6,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası","Car occupant injured in collision with pedestrian or animal, passenger, traffic accident",V40,false
V40.60,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, sedan",,V40.6,true
V40.61,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, dört tekerlekli arazi aracı",,V40.6,true
V40.62,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, dört tekerlekli motosiklet",,V40.6,true
V40.63,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, yolcu vanı",,V40.6,true
V40.68,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, diğer tanımlanmış araba [otomobil]",,V40.6,true
V40.69,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, tanımlanmamış araba [otomobil]",,V40.6,true
V40.7,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik kazası","Car occupant injured in collision with pedestrian or animal, person on outside of vehicle, traffic accident",V40,false
V40.70,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik kazası, sedan",,V40.7,true
V40.71,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik kazası, dört tekerlekli arazi aracı",,V40.7,true
V40.72,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik kazası, dört tekerlekli motosiklet",,V40.7,true
V40.73,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik kazası, yolcu vanı",,V40.7,true
V40.78,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik kazası, diğer tanımlanmış araba [otomobil]",,V40.7,true
V40.79,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik kazası, tanımlanmamış araba [otomobil]",,V40.7,true
V40.9,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik kazası","Car occupant injured in collision with pedestrian or animal, unspecified car occupant, traffic accident",V40,false
V40.90,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik kazası, sedan",,V40.9,true
V40.91,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik kazası, dört tekerlekli arazi aracı",,V40.9,true
V40.92,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik kazası, dört tekerlekli motosiklet",,V40.9,true
V40.93,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik kazası, yolcu vanı",,V40.9,true
V40.98,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik kazası, diğer tanımlanmış araba [otomobil]",,V40.9,true
V40.99,"Yaya veya hayvanla çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik kazası, tanımlanmamış araba [otomobil]",,V40.9,true
V41,Bisikletle çarpışmada yaralanan arabadaki  kişi,,V40-V49,false
V41.0,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza","Car occupant injured in collision with pedal cycle, driver, nontraffic accident",V41,false
V41.00,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, sedan",,V41.0,true
V41.01,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, dört tekerlekli arazi aracı",,V41.0,true
V41.02,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, dört tekerlekli motosiklet",,V41.0,true
V41.03,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, yolcu vanı",,V41.0,true
V41.08,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, diğer tanımlanmış araba [otomobil]",,V41.0,true
V41.09,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, tanımlanmamış araba [otomobil]",,V41.0,true
V41.1,"Bisikletle çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza","Car occupant injured in collision with pedal cycle, passenger, nontraffic accident",V41,false
V41.10,"Bisikletle çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, sedan",,V41.1,true
V41.11,"Bisikletle çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, dört tekerlekli arazi aracı",,V41.1,true
V41.12,"Bisikletle çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, dört tekerlekli motosiklet",,V41.1,true
V41.13,"Bisikletle çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, yolcu vanı",,V41.1,true
V41.18,"Bisikletle çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, diğer tanımlanmış araba [otomobil]",,V41.1,true
V41.19,"Bisikletle çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, tanımlanmamış araba [otomobil]",,V41.1,true
V41.2,"Bisikletle çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza","Car occupant injured in collision with pedal cycle, person on outside of vehicle, nontraffic accident",V41,false
V41.20,"Bisikletle çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, sedan",,V41.2,true
V41.21,"Bisikletle çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, dört tekerlekli arazi aracı",,V41.2,true
V41.22,"Bisikletle çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, dört tekerlekli motosiklet",,V41.2,true
V41.23,"Bisikletle çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, yolcu vanı",,V41.2,true
V41.28,"Bisikletle çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, diğer tanımlanmış araba [otomobil]",,V41.2,true
V41.29,"Bisikletle çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, tanımlanmamış araba [otomobil]",,V41.2,true
V41.3,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza","Car occupant injured in collision with pedal cycle, unspecified car occupant, nontraffic accident",V41,false
V41.30,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza, sedan",,V41.3,true
V41.31,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza, dört tekerlekli arazi aracı",,V41.3,true
V41.32,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza, dört tekerlekli motosiklet",,V41.3,true
V41.33,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza, yolcu vanı",,V41.3,true
V41.38,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza, diğer tanımlanmış araba [otomobil]",,V41.3,true
V41.39,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik dışı kaza, tanımlanmamış araba [otomobil]",,V41.3,true
V41.4,"Bisikletle çarpışmada yaralanan arabadaki kişi, binerken veya inerken","Car occupant injured in collision with pedal cycle, while boarding or alighting",V41,false
V41.40,"Bisikletle çarpışmada yaralanan arabadaki kişi, binerken veya inerken, sedan",,V41.4,true
V41.41,"Bisikletle çarpışmada yaralanan arabadaki kişi, binerken veya inerken, dört tekerlekli arazi aracı",,V41.4,true
V41.42,"Bisikletle çarpışmada yaralanan arabadaki kişi, binerken veya inerken, dört tekerlekli motosiklet",,V41.4,true
V41.43,"Bisikletle çarpışmada yaralanan arabadaki kişi, binerken veya inerken, yolcu vanı",,V41.4,true
V41.48,"Bisikletle çarpışmada yaralanan arabadaki kişi, binerken veya inerken, diğer tanımlanmış araba [otomobil]",,V41.4,true
V41.49,"Bisikletle çarpışmada yaralanan arabadaki kişi, binerken veya inerken, tanımlanmamış araba [otomobil]",,V41.4,true
V41.5,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü, trafik kazası","Car occupant injured in collision with pedal cycle, driver, traffic accident",V41,false
V41.50,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü, trafik kazası, sedan",,V41.5,true
V41.51,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü, trafik kazası, dört tekerlekli arazi aracı",,V41.5,true
V41.52,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü, trafik kazası, dört tekerlekli motosiklet",,V41.5,true
V41.53,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü, trafik kazası, yolcu vanı",,V41.5,true
V41.58,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü, trafik kazası, diğer tanımlanmış araba [otomobil]",,V41.5,true
V41.59,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü, trafik kazası, tanımlanmamış araba [otomobil]",,V41.5,true
V41.6,"Bisikletle çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası","Car occupant injured in collision with pedal cycle, passenger, traffic accident",V41,false
V41.60,"Bisikletle çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, sedan",,V41.6,true
V41.61,"Bisikletle çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, dört tekerlekli arazi aracı",,V41.6,true
V41.62,"Bisikletle çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, dört tekerlekli motosiklet",,V41.6,true
V41.63,"Bisikletle çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, yolcu vanı",,V41.6,true
V41.68,"Bisikletle çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, diğer tanımlanmış araba [otomobil]",,V41.6,true
V41.69,"Bisikletle çarpışmada yaralanan arabadaki kişi, yolcu, trafik kazası, tanımlanmamış araba [otomobil]",,V41.6,true
V41.7,"Bisikletle çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik kazası","Car occupant injured in collision with pedal cycle, person on outside of vehicle, traffic accident",V41,false
V41.70,"Bisikletle çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik kazası, sedan",,V41.7,true
V41.71,"Bisikletle çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik kazası, dört tekerlekli arazi aracı",,V41.7,true
V41.72,"Bisikletle çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik kazası, dört tekerlekli motosiklet",,V41.7,true
V41.73,"Bisikletle çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik kazası, yolcu vanı",,V41.7,true
V41.78,"Bisikletle çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik kazası, diğer tanımlanmış araba [otomobil]",,V41.7,true
V41.79,"Bisikletle çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik kazası, tanımlanmamış araba [otomobil]",,V41.7,true
V41.9,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik kazası","Car occupant injured in collision with pedal cycle, unspecified car occupant, traffic accident",V41,false
V41.90,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik kazası, sedan",,V41.9,true
V41.91,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik kazası, dört tekerlekli arazi aracı",,V41.9,true
V41.92,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik kazası, dört tekerlekli motosiklet",,V41.9,true
V41.93,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik kazası, yolcu vanı",,V41.9,true
V41.98,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik kazası, diğer tanımlanmış araba [otomobil]",,V41.9,true
V41.99,"Bisikletle çarpışmada yaralanan arabadaki kişi, sürücü yada yolcu yada araç dışındaki kişi olduğu tanımlanmamış, trafik kazası, tanımlanmamış araba [otomobil]",,V41.9,true
V42,İki-veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki  kişi,,V40-V49,false
V42.0,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza","Car occupant injured in collision with two- or three-wheeled motor vehicle, driver, nontraffic accident",V42,false
V42.00,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, sedan",,V42.0,true
V42.01,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, dört tekerlekli arazi aracı",,V42.0,true
V42.02,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, dört tekerlekli motosiklet",,V42.0,true
V42.03,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, yolcu vanı",,V42.0,true
V42.08,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, diğer tanımlanmış araba [otomobil]",,V42.0,true
V42.09,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, sürücü, trafik dışı kaza, tanımlanmamış araba [otomobil]",,V42.0,true
V42.1,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza","Car occupant injured in collision with two- or three-wheeled motor vehicle, passenger, nontraffic accident",V42,false
V42.10,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, sedan",,V42.1,true
V42.11,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, dört tekerlekli arazi aracı",,V42.1,true
V42.12,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, dört tekerlekli motosiklet",,V42.1,true
V42.13,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, yolcu vanı",,V42.1,true
V42.18,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, diğer tanımlanmış araba [otomobil]",,V42.1,true
V42.19,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, yolcu, trafik dışı kaza, tanımlanmamış araba [otomobil]",,V42.1,true
V42.2,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza","Car occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, nontraffic accident",V42,false
V42.20,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, sedan",,V42.2,true
V42.21,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, dört tekerlekli arazi aracı",,V42.2,true
V42.22,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, dört tekerlekli motosiklet",,V42.2,true
V42.23,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, yolcu vanı",,V42.2,true
V42.28,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, diğer tanımlanmış araba [otomobil]",,V42.2,true
V42.29,"İki- veya üç-tekerlekli motorlu araçla çarpışmada yaralanan arabadaki kişi, araç dışındaki kişi, trafik dışı kaza, tanımlanmamış araba [otomobil]",,V42.2,true
