atc_code,description_en,description_tr,description_tr_source
M03BA05,febarbamate,febarbamat,llm
M03BA51,"phenprobamate, combinations excl. psycholeptics",fenprobamat/parasetamol,titck
M03BA52,"carisoprodol, combinations excl. psycholeptics",karisoprodol ve parasetamol,titck
M03BA53,"methocarbamol, combinations excl. psycholeptics",metokarbamol ve parasetamol,titck
M03BA71,"phenprobamate, combinations with psycholeptics","fenprobamat, psikoleptiklerle kombinasyonlar",llm
M03BA72,"carisoprodol, combinations with psycholeptics","karisoprodol, psikoleptiklerle kombinasyonlar",llm
M03BA73,"methocarbamol, combinations with psycholeptics","metokarbamol, psikoleptiklerle kombinasyonlar",llm
M03BB02,chlormezanone,klormezanon,llm
M03BB03,chlorzoxazone,klorzoksazon,titck
M03BB52,"chlormezanone, combinations excl. psycholeptics","klormezanon, psikoleptikler hariç kombinasyonlar",llm
M03BB53,"chlorzoxazone, combinations excl. psycholeptics","chlorzoxazone, combinations excl. psycholeptics",titck
M03BB72,"chlormezanone, combinations with psycholeptics","klormezanon, psikoleptiklerle kombinasyonlar",llm
M03BB73,"chlorzoxazone, combinations with psycholeptics","klorzoksazon, psikoleptiklerle kombinasyonlar",llm
M03BC01,orphenadrine (citrate),orfenadrin (sitrat),llm
M03BC51,"orphenadrine, combinations","orfenadrin, kombinasyonlar",llm
M03BX01,baclofen,baklofen,titck
M03BX02,tizanidine,tizanidin,titck
M03BX03,pridinol,pridinol,llm
M03BX04,tolperisone,tolperison hidroklorür,titck
M03BX05,thiocolchicoside,tiyokolşikosid,titck
M03BX06,mephenesin,krezoksidiol,titck
M03BX07,tetrazepam,tetrazepam,llm
M03BX08,cyclobenzaprine,siklobenzaprin hidroklorür,titck
M03BX09,eperisone,eperizon,llm
M03BX30,fenyramidol,feniramidol hidroklorür,titck
M03BX53,"pridinol, combinations","pridinol, kombinasyonlar",llm
M03BX55,"thiocolchicoside, combinations",deksketoprofen trometamol/tiyokolşikosid,titck
M03CA01,dantrolene,dantrolen sodyum hemiheptahidrat,titck
M04AA01,allopurinol,allopurinol,titck
M04AA02,tisopurine,tisopurin,llm
M04AA03,febuxostat,febuksostat,titck
M04AA51,"allopurinol, combinations","allopurinol, kombinasyonlar",llm
M04AB01,probenecid,probenesid,llm
M04AB02,sulfinpyrazone,sulfinpirazon,llm
M04AB03,benzbromarone,benzbromaron,llm
M04AB04,isobromindione,izobromindion,llm
M04AB05,lesinurad,lesinurad,llm
M04AB06,dotinurad,dotinurad,llm
M04AC01,colchicine,colchicine,titck
M04AC02,cinchophen,sinkofen,llm
M04AC51,colchicine and probenecid,kolşisin ve probenesid,llm
M04AX01,urate oxidase,urat oksidaz,llm
M04AX02,pegloticase,peglotikaz,llm
M05BA01,etidronic acid,etidronat di sodyum,titck
M05BA02,clodronic acid,disodyum klodranat,titck
M05BA03,pamidronic acid,pamidronat disodyum,titck
M05BA04,alendronic acid,alendronat sodyum trihidrat,titck
M05BA05,tiludronic acid,tiludronik asit,llm
M05BA06,ibandronic acid,i̇bandronik asit monosodyum tuzu monohidrat,titck
M05BA07,risedronic acid,risedronat sodyum,titck
M05BA08,zoledronic acid,zoledronik asit monohidrat,titck
M05BB01,"etidronic acid and calcium, sequential","etidronik asit ve kalsiyum, sıralı",llm
M05BB02,"risedronic acid and calcium, sequential","risedronik asit ve kalsiyum, sıralı",llm
M05BB03,alendronic acid and colecalciferol,"alendronat sodyum , vit d3",titck
M05BB04,"risedronic acid, calcium and colecalciferol, sequential","risedronat sodyum, vitamin d3 ve kalsiyuim karbonat",titck
M05BB05,"alendronic acid, calcium and colecalciferol, sequential","alendronat sodyum trihidrat, kalsiyum karbonat ve vitamin d3",titck
M05BB06,"alendronic acid and alfacalcidol, sequential","alendronik asit ve alfakalsidol, sıralı",llm
M05BB07,risedronic acid and colecalciferol,risedronat sodyum ve vitamin d3,titck
M05BB08,"zoledronic acid, calcium and colecalciferol, sequential","zoledronik asit, kalsiyum ve kolekalsiferol, sıralı",llm
M05BB09,ibandronic acid and colecalciferol,ibandronat sodyum monohidrat/vitamin d3 (kolekalsiferol),titck
M05BC01,dibotermin alfa,dibotermin alfa,llm
M05BC02,eptotermin alfa,eptotermin alfa,llm
M05BX01,ipriflavone,ipriflavon,llm
M05BX02,aluminium chlorohydrate,alüminyum klorohidrat,llm
M05BX03,strontium ranelate,stronsiyum ranelat,titck
M05BX04,denosumab,denosumab,titck
M05BX05,burosumab,burosumab,llm
M05BX06,romosozumab,romosozumab,titck
M05BX07,vosoritide,vosoritid,titck
M05BX08,menatetrenone,menatetrenon,llm
M05BX53,strontium ranelate and colecalciferol,stronsiyum ranelat ve kolekalsiferol,llm
M09AA01,hydroquinine,hidrokinin,llm
M09AA72,"quinine, combinations with psycholeptics","kinin, psikoleptiklerle kombinasyonlar",llm
M09AB01,chymopapain,kimopapain,llm
M09AB02,collagenase clostridium histolyticum,kollajenaz klostridium histolitikum,llm
M09AB03,bromelains,bromelainler,llm
M09AB52,"trypsin, combinations","tripsin, kombinasyonlar",llm
M09AX01,hyaluronic acid,hiyalüronik asit,llm
M09AX02,"chondrocytes, autologous","kondrositler, otolog",llm
M09AX03,ataluren,ataluren,llm
M09AX04,drisapersen,drisapersen,llm
M09AX05,aceneuramic acid,asenöramik asit,llm
M09AX06,eteplirsen,eteplirsen,llm
M09AX07,nusinersen,nusinersen,titck
M09AX08,golodirsen,golodirsen,llm
M09AX09,onasemnogene abeparvovec,onasemnogen abeparvovek,llm
M09AX10,risdiplam,risdiplam,titck
M09AX11,palovarotene,palovaroten,llm
M09AX12,viltolarsen,viltolarsen,llm
M09AX13,casimersen,kasimersen,llm
M09AX14,givinostat,givinostat,llm
M09AX15,delandistrogene moxeparvovec,delandistrogen moksaparvovek,llm
M09AX16,apitegromab,apitegromab,llm
N01AA01,diethyl ether,dietil eter,llm
N01AA02,vinyl ether,vinil eter,llm
N01AB01,halothane,halotan,llm
N01AB02,chloroform,kloroform,llm
N01AB04,enflurane,enflurane,titck
N01AB05,trichloroethylene,trikloroetilen,llm
N01AB06,isoflurane,isoflurane,titck
N01AB07,desflurane,desfluran,titck
N01AB08,sevoflurane,sevofluran,titck
N01AF01,methohexital,metoheksital,llm
N01AF02,hexobarbital,heksobarbital,llm
N01AF03,thiopental,thiopental,titck
N01AG01,narcobarbital,narkobarbital,llm
N01AH01,fentanyl,fentanil sitrat,titck
N01AH02,alfentanil,alfentanil,llm
N01AH03,sufentanil,sufentanil,llm
N01AH04,phenoperidine,fenoperidin,llm
N01AH05,anileridine,anileridin,llm
N01AH06,remifentanil,remifentanil hidroklorür,titck
N01AH51,"fentanyl, combinations","fentanil, kombinasyonlar",llm
N01AX03,ketamine,ketamin hidroklorür,titck
N01AX04,propanidid,propanidid,llm
N01AX05,alfaxalone,alfaksalon,llm
N01AX07,etomidate,etomidat,llm
N01AX10,propofol,propofol,titck
N01AX11,sodium oxybate,sodyum oksibat,llm
N01AX13,nitrous oxide,azot protoksit,llm
N01AX14,esketamine,esketamin,llm
N01AX15,xenon,ksenon,llm
N01AX63,"nitrous oxide, combinations","azot protoksit, kombinasyonlar",llm
N01BA01,metabutethamine,metabutetamin,llm
N01BA02,procaine,prokain hidroklorür,titck
N01BA03,tetracaine,tetrakain,llm
N01BA04,chloroprocaine,kloroprokain,llm
N01BA05,benzocaine,benzokain,llm
N01BA52,"procaine, combinations","prokain, kombinasyonlar",llm
N01BA53,"tetracaine, combinations","tetrakain, kombinasyonlar",llm
N01BB01,bupivacaine,bupivakain hcl,titck
N01BB02,lidocaine,lidokain,titck
N01BB03,mepivacaine,mepivakain hidroklorür,titck
N01BB04,prilocaine,prilokain hidroklorür,titck
N01BB05,butanilicaine,butanilikain,llm
N01BB06,cinchocaine,sinkokain,llm
N01BB07,etidocaine,etidokain,llm
N01BB08,articaine,artikain,llm
N01BB09,ropivacaine,ropivakain,llm
N01BB10,levobupivacaine,levobupivacaine,titck
N01BB20,combinations,"lidokain, prilokain",titck
N01BB51,"bupivacaine, combinations","bupivakain, kombinasyonlar",llm
N01BB52,"lidocaine, combinations","lidocaine, combinations",titck
N01BB53,"mepivacaine, combinations","mepivakain, kombinasyonlar",llm
N01BB54,"prilocaine, combinations","prilokain, kombinasyonlar",llm
N01BB57,"etidocaine, combinations","etidokain, kombinasyonlar",llm
N01BB58,"articaine, combinations",artikain hidroklorür ve epinefrin hcl,titck
N01BB59,bupivacaine and meloxicam,bupivakain ve meloksikam,llm
N01BC01,cocaine,kokain,llm
N01BX01,ethyl chloride,etil klorür,llm
N01BX02,dyclonine,diklonin,llm
N01BX03,phenol,fenol,llm
N01BX04,capsaicin,kapsaisin,titck
N02AA01,morphine,morfin sülfat,titck
N02AA02,opium,opium,llm
N02AA03,hydromorphone,hidromorfon,llm
N02AA04,nicomorphine,nikomorfin,llm
N02AA05,oxycodone,oksikodon hci,titck
N02AA08,dihydrocodeine,dihidrokodein,llm
N02AA10,papaveretum,papaveretum,llm
N02AA11,oxymorphone,oksimorfon,llm
N02AA51,"morphine, combinations","morfin, kombinasyonlar",llm
N02AA53,hydromorphone and naloxone,hidromorfon ve nalokson,llm
N02AA55,oxycodone and naloxone,oksikodon ve nalokson,llm
N02AA56,oxycodone and naltrexone,oksikodon ve naltrekson,llm
N02AA58,"dihydrocodeine, combinations","dihidrokodein, kombinasyonlar",llm
N02AA59,"codeine, combinations excl. psycholeptics","kodein, psikoleptikler hariç kombinasyonlar",llm
N02AA79,"codeine, combinations with psycholeptics","kodein, psikoleptiklerle kombinasyonlar",llm
N02AB01,ketobemidone,ketobemidon,llm
N02AB02,pethidine,petidin hidroklorür,titck
N02AB03,fentanyl,fentanil sitrat,titck
N02AB52,"pethidine, combinations excl. psycholeptics","petidin, psikoleptikler hariç kombinasyonlar",llm
N02AB72,"pethidine, combinations with psycholeptics","petidin, psikoleptiklerle kombinasyonlar",llm
N02AC01,dextromoramide,dekstromoramid,llm
N02AC03,piritramide,piritramid,llm
N02AC04,dextropropoxyphene,dekstropropoksifen,llm
N02AC05,bezitramide,bezitramid,llm
N02AC52,"methadone, combinations excl. psycholeptics","metadon, psikoleptikler hariç kombinasyonlar",llm
N02AC54,"dextropropoxyphene, combinations excl. psycholeptics","dekstropropoksifen, psikoleptikler hariç kombinasyonlar",llm
N02AC74,"dextropropoxyphene, combinations with psycholeptics","dekstropropoksifen, psikoleptiklerle kombinasyonlar",llm
N02AD01,pentazocine,pentazosin,llm
N02AD02,phenazocine,fenazosin,llm
N02AD51,pentazocine and naloxone,pentazosin ve nalokson,llm
N02AE01,buprenorphine,buprenorfin,llm
N02AF01,butorphanol,butorfanol,llm
N02AF02,nalbuphine,nalbufin,llm
N02AG01,morphine and antispasmodics,morfin ve antispazmodikler,llm
N02AG02,ketobemidone and antispasmodics,ketobemidon ve antispazmodikler,llm
N02AG03,pethidine and antispasmodics,petidin ve antispazmodikler,llm
N02AG04,hydromorphone and antispasmodics,hidromorfon ve antispazmodikler,llm
N02AJ01,dihydrocodeine and paracetamol,dihidrokodein ve parasetamol,llm
N02AJ02,dihydrocodeine and acetylsalicylic acid,dihidrokodein ve asetilsalisilik asit,llm
N02AJ03,dihydrocodeine and other non-opioid analgesics,dihidrokodein ve diğer non-opioid analjezikler,llm
N02AJ06,codeine and paracetamol,other cold preparations,titck
N02AJ07,codeine and acetylsalicylic acid,kodein ve asetilsalisilik asit,llm
N02AJ08,codeine and ibuprofen,"ibuprofen, kodein fosfat",titck
N02AJ09,codeine and other non-opioid analgesics,naproksen sodyum ve kodein fosfat,titck
N02AJ13,tramadol and paracetamol,parasetamol ve tramadol hcl,titck
N02AJ14,tramadol and dexketoprofen,tramadol ve deksketoprofen,llm
N02AJ15,tramadol and other non-opioid analgesics,tramadol ve diğer non-opioid analjezikler,llm
N02AJ16,tramadol and celecoxib,tramadol ve selekoksib,llm
N02AJ17,oxycodone and paracetamol,oksikodon ve parasetamol,llm
N02AJ18,oxycodone and acetylsalicylic acid,oksikodon ve asetilsalisilik asit,llm
N02AJ19,oxycodone and ibuprofen,oksikodon ve ibuprofen,llm
N02AJ22,hydrocodone and paracetamol,hidrokodon ve parasetamol,llm
N02AJ23,hydrocodone and ibuprofen,hidrokodon ve ibuprofen,llm
N02AX01,tilidine,tilidin,llm
N02AX02,tramadol,tramadol,titck
N02AX03,dezocine,dezosin,llm
N02AX05,meptazinol,meptazinol,llm
N02AX06,tapentadol,tapentadol,llm
N02AX07,oliceridine,oliseridin,llm
N02AX51,tilidine and naloxone,tilidin ve nalokson,llm
N02BA01,acetylsalicylic acid,asetilsalisilik asit,titck
N02BA02,aloxiprin,aloksiprin,llm
N02BA03,choline salicylate,kolin salisilat,llm
N02BA04,sodium salicylate,sodyum salisilat,llm
N02BA05,salicylamide,salisilamid,llm
N02BA06,salsalate,salsalat,llm
N02BA07,ethenzamide,etenzamid,llm
N02BA08,morpholine salicylate,morfolin salisilat,llm
N02BA09,dipyrocetyl,dipirosetil,llm
N02BA10,benorilate,benorilat,llm
N02BA11,diflunisal,diflunisal,titck
N02BA12,potassium salicylate,potasyum salisilat,llm
N02BA14,guacetisal,guasetisal,llm
N02BA15,carbasalate calcium,karbasalat kalsiyum,llm
N02BA16,imidazole salicylate,imidazol salisilat,llm
N02BA51,"acetylsalicylic acid, combinations excl. psycholeptics",asetilsalisalik asit ve askorbik asit,titck
N02BA55,"salicylamide, combinations excl. psycholeptics","salisilamid, psikoleptikler hariç kombinasyonlar",llm
N02BA57,"ethenzamide, combinations excl. psycholeptics","etenzamid, psikoleptikler hariç kombinasyonlar",llm
N02BA59,"dipyrocetyl, combinations excl. psycholeptics","dipirosetil, psikoleptikler hariç kombinasyonlar",llm
N02BA65,carbasalate calcium combinations excl. psycholeptics,karbasalat kalsiyum psikoleptikler hariç kombinasyonlar,llm
N02BA67,"magnesium salicylate, combinations excl. psycholeptics","magnezyum salisilat, psikoleptikler hariç kombinasyonlar",llm
N02BA71,"acetylsalicylic acid, combinations with psycholeptics","asetilsalisilik asit, psikoleptiklerle kombinasyonlar",llm
N02BA75,"salicylamide, combinations with psycholeptics","salisilamid, psikoleptiklerle kombinasyonlar",llm
N02BA77,"ethenzamide, combinations with psycholeptics","etenzamid, psikoleptiklerle kombinasyonlar",llm
N02BA79,"dipyrocetyl, combinations with psycholeptics","dipirosetil, psikoleptiklerle kombinasyonlar",llm
N02BB01,phenazone,fenazon,llm
N02BB02,metamizole sodium,metamizol sodyum,titck
N02BB03,aminophenazone,aminofenazon,llm
N02BB04,propyphenazone,propifenazon,llm
N02BB05,nifenazone,nicopyron,titck
N02BB51,"phenazone, combinations excl. psycholeptics","fenazon, psikoleptikler hariç kombinasyonlar",llm
N02BB52,"metamizole sodium, combinations excl. psycholeptics","vitamin b1, b6, b12, metamizol",titck
N02BB53,"aminophenazone, combinations excl. psycholeptics","aminofenazon, psikoleptikler hariç kombinasyonlar",llm
N02BB54,"propyphenazone, combinations excl. psycholeptics","propifenazon, kafein",titck
N02BB71,"phenazone, combinations with psycholeptics","fenazon, psikoleptiklerle kombinasyonlar",llm
N02BB72,"metamizole sodium, combinations with psycholeptics","metamizol sodyum, psikoleptiklerle kombinasyonlar",llm
N02BB73,"aminophenazone, combinations with psycholeptics","aminofenazon, psikoleptiklerle kombinasyonlar",llm
N02BB74,"propyphenazone, combinations with psycholeptics","propifenazon, psikoleptiklerle kombinasyonlar",llm
N02BE01,paracetamol,parasetamol,titck
N02BE03,phenacetin,fenasetin,llm
N02BE04,bucetin,busetin,llm
N02BE05,propacetamol,propasetamol,llm
N02BE51,"paracetamol, combinations excl. psycholeptics","parasetamol, combinations excl. psycholeptics",titck
N02BE53,"phenacetin, combinations excl. psycholeptics","fenasetin, psikoleptikler hariç kombinasyonlar",llm
N02BE54,"bucetin, combinations excl. psycholeptics","busetin, psikoleptikler hariç kombinasyonlar",llm
N02BE71,"paracetamol, combinations with psycholeptics",mefenoksalon ve parasetamol,titck
N02BE73,"phenacetin, combinations with psycholeptics","fenasetin, psikoleptiklerle kombinasyonlar",llm
N02BE74,"bucetin, combinations with psycholeptics","busetin, psikoleptiklerle kombinasyonlar",llm
N02BF01,gabapentin,gabapentin,titck
N02BF02,pregabalin,pregabalin,titck
N02BF03,mirogabalin,mirogabalin,llm
N02BG02,rimazolium,rimazolium,llm
N02BG03,glafenine,glafenin,llm
N02BG04,floctafenine,floktafenin,llm
N02BG05,viminol,viminol,llm
N02BG06,nefopam,nefopam,llm
N02BG07,flupirtine,flupirtin,llm
N02BG08,ziconotide,zikonotid,llm
N02BG09,methoxyflurane,metoksifluran,llm
N02BG10,cannabinoids,kannabinoidler,llm
N02BG12,tanezumab,tanezumab,llm
N02CA01,dihydroergotamine,dihidroergotamin,llm
N02CA02,ergotamine,ergotamin,llm
N02CA04,methysergide,metisergid,llm
N02CA07,lisuride,lisurid,llm
N02CA51,"dihydroergotamine, combinations","dihidroergotamin, kombinasyonlar",llm
N02CA52,"ergotamine, combinations excl. psycholeptics","ergotamin tartarat, kafein, parasetamol",titck
N02CA72,"ergotamine, combinations with psycholeptics","ergotamin, psikoleptiklerle kombinasyonlar",llm
N02CB01,flumedroxone,flumedrokson,llm
N02CC01,sumatriptan,sumatriptan,titck
N02CC02,naratriptan,naratriptan,llm
N02CC03,zolmitriptan,zolmitriptan,titck
N02CC04,rizatriptan,rizatriptan benzoat,titck
N02CC05,almotriptan,almotriptan,llm
N02CC06,eletriptan,eletriptan,titck
N02CC07,frovatriptan,frovatriptan,titck
N02CC08,lasmiditan,lasmiditan hemisüksinat,titck
N02CC51,sumatriptan and naproxen,sumatriptan ve naproksen,llm
N02CD01,erenumab,erenumab,titck
N02CD02,galcanezumab,galcanezumab,titck
N02CD03,fremanezumab,fremanezumab,titck
N02CD04,ubrogepant,ubrogepant,llm
N02CD05,eptinezumab,eptinezumab,llm
N02CD06,rimegepant,rimegepant sülfat,titck
N02CD07,atogepant,atogepant monohidrat,titck
N02CD08,zavegepant,zavegepant,llm
N02CX01,pizotifen,pizotifen,titck
N02CX02,clonidine,klonidin,llm
N02CX03,iprazochrome,iprazokrom,llm
N02CX05,dimetotiazine,dimetotiazin,llm
N02CX06,oxetorone,oksetoron,llm
N03AA01,methylphenobarbital,metilfenobarbital,llm
N03AA02,phenobarbital,fenobarbital,titck
N03AA03,primidone,pirimidon,titck
N03AA04,barbexaclone,barbeksaklon,llm
N03AA30,metharbital,metarbital,llm
N03AB01,ethotoin,etotoin,llm
N03AB02,phenytoin,fenitoin sodyum,titck
N03AB03,amino(diphenylhydantoin) valeric acid,amino(difenilhidantoin) valerik asit,llm
N03AB04,mephenytoin,mefenitoin,llm
N03AB05,fosphenytoin,fosfenitoin,llm
N03AB52,"phenytoin, combinations","fenitoin, kombinasyonlar",llm
N03AB54,"mephenytoin, combinations","mefenitoin, kombinasyonlar",llm
N03AC01,paramethadione,parametadion,llm
N03AC02,trimethadione,trimetadion,llm
N03AC03,ethadione,etadion,llm
N03AD01,ethosuximide,etosüksimid,titck
N03AD02,phensuximide,fensuksimid,llm
N03AD03,mesuximide,mesuksimid,llm
N03AD51,"ethosuximide, combinations","etosuksimid, kombinasyonlar",llm
N03AE01,clonazepam,klonazepam,titck
N03AF01,carbamazepine,karbamazepin,titck
N03AF02,oxcarbazepine,okskarbazepin,titck
N03AF03,rufinamide,rufinamid,llm
N03AF04,eslicarbazepine,eslikarbazepin,llm
N03AG01,valproic acid,sodyum valproat,titck
N03AG02,valpromide,valpromid,llm
N03AG03,aminobutyric acid,aminobutirik asit,llm
N03AG04,vigabatrin,vigabatrin,titck
N03AG05,progabide,progabid,llm
N03AG06,tiagabine,tiagabin,llm
N03AX03,sultiame,sultiam,llm
N03AX07,phenacemide,fenasemid,llm
N03AX09,lamotrigine,lamotrijin,titck
N03AX10,felbamate,felbamat,llm
N03AX11,topiramate,topiramat,titck
N03AX13,pheneturide,feneturid,llm
N03AX14,levetiracetam,levetirasetam,titck
N03AX15,zonisamide,zonisamid,titck
N03AX17,stiripentol,stiripentol,llm
N03AX18,lacosamide,lakozamid,titck
N03AX19,carisbamate,karisbamat,llm
N03AX21,retigabine,retigabin,llm
N03AX22,perampanel,perampanel,llm
N03AX23,brivaracetam,brivarasetam,titck
N03AX24,cannabidiol,kannabidiol,llm
N03AX25,cenobamate,senobamat,llm
N03AX26,fenfluramine,fenfluramin hidroklorür,titck
N03AX27,ganaxolone,ganaksolon,llm
N03AX30,beclamide,beklamid,llm
N04AA01,trihexyphenidyl,triheksifenidil,llm
N04AA02,biperiden,biperiden hcl,titck
N04AA03,metixene,metiksen,llm
N04AA04,procyclidine,prosiklidin,llm
N04AA05,profenamine,profenamin,llm
N04AA08,dexetimide,deksetimid,llm
N04AA09,phenglutarimide,fenglutarimid,llm
N04AA10,mazaticol,mazatikol,llm
N04AA11,bornaprine,bornaprine,titck
N04AA12,tropatepine,tropatepin,llm
N04AB01,etanautine,etanautin,llm
N04AB02,orphenadrine (chloride),orfenadrin (klorür),llm
N04AC01,benzatropine,benztropin mesilat,titck
N04AC30,etybenzatropine,etibenzatropin,llm
N04BA01,levodopa,levodopa,llm
N04BA02,levodopa and decarboxylase inhibitor,levodopa ve benserazid hcl,titck
N04BA03,"levodopa, decarboxylase inhibitor and COMT inhibitor","levodopa, karbidopa monohidrat, entakapon",titck
N04BA04,melevodopa,melevodopa,llm
N04BA05,melevodopa and decarboxylase inhibitor,melevodopa ve dekarboksilaz inhibitörü,llm
N04BA06,etilevodopa and decarboxylase inhibitor,etilevodopa ve dekarboksilaz inhibitörü,llm
N04BA07,foslevodopa and decarboxylase inhibitor,"foslevodopa, foskarbidopa",titck
N04BB01,amantadine,amantadin sülfat,titck
N04BC01,bromocriptine,bromokriptin,llm
N04BC02,pergolide,pergolid,llm
N04BC03,dihydroergocryptine mesylate,dihidroergokriptin mesilat,llm
N04BC04,ropinirole,ropinirol,titck
N04BC05,pramipexole,pramipeksol dihidroklorür monohidrat,titck
N04BC06,cabergoline,kabergolin,titck
N04BC07,apomorphine,apomorfin hidroklorür hemihidrat,titck
N04BC08,piribedil,piribedil,titck
N04BC09,rotigotine,rotigotin,llm
N04BD01,selegiline,selegilin hidroklorür,titck
N04BD02,rasagiline,rasajilin mesilat,titck
N04BD03,safinamide,safinamid metansülfonat,titck
N04BX01,tolcapone,tolcapone,titck
N04BX02,entacapone,entakapon,llm
N04BX03,budipine,budipin,llm
N04BX04,opicapone,opikapon,llm
N04CX01,istradefylline,istradefilin,llm
N05AA01,chlorpromazine,klorpromazin,titck
N05AA02,levomepromazine,levomepromazin,llm
N05AA03,promazine,promazin,llm
N05AA04,acepromazine,asepromazin,llm
N05AA05,triflupromazine,triflupromazin,llm
N05AA06,cyamemazine,siamemazin,llm
N05AA07,chlorproethazine,klorproetazin,llm
N05AB01,dixyrazine,diksirazin,llm
N05AB02,fluphenazine,flufenazin dekanoat,titck
N05AB03,perphenazine,perfenazin,llm
N05AB04,prochlorperazine,proklorperazin,llm
N05AB05,thiopropazate,tiopropazat,llm
N05AB06,trifluoperazine,trifluoperazin hidroklorid,titck
N05AB07,acetophenazine,asetofenazin,llm
N05AB08,thioproperazine,tioproperazin,llm
N05AB09,butaperazine,butaperazin,llm
N05AB10,perazine,perazin,llm
N05AC01,periciazine,perisiazin,llm
N05AC02,thioridazine,tioridazin,llm
N05AC03,mesoridazine,mesoridazin,llm
N05AC04,pipotiazine,pipotiazin,llm
N05AD01,haloperidol,haloperidol,titck
N05AD02,trifluperidol,trifluperidol,llm
N05AD03,melperone,melperon,llm
N05AD04,moperone,moperon,llm
N05AD05,pipamperone,pipamperon,llm
N05AD06,bromperidol,bromperidol,llm
N05AD07,benperidol,benperidol,llm
N05AD08,droperidol,droperidol,llm
N05AD09,fluanisone,fluanison,llm
N05AD10,lumateperone,lumateperon,llm
N05AE01,oxypertine,oksipertin,llm
N05AE02,molindone,molindon,llm
N05AE03,sertindole,sertindole,titck
N05AE04,ziprasidone,ziprasidon,titck
N05AE05,lurasidone,lurasidon hidroklorür,titck
N05AF01,flupentixol,flupentixol,titck
N05AF02,clopenthixol,klopentiksol,llm
N05AF03,chlorprothixene,klorprotiksen,llm
N05AF04,tiotixene,tiotiksen,llm
N05AF05,zuclopenthixol,zuclopenthixol,titck
N05AG01,fluspirilene,fluspirilen,llm
N05AG02,pimozide,pimozid,titck
N05AG03,penfluridol,penfluridol,llm
N05AH01,loxapine,loksapin baz,titck
N05AH02,clozapine,clozapine,titck
N05AH03,olanzapine,olanzapin,titck
N05AH04,quetiapine,ketiapin fumarat,titck
N05AH05,asenapine,asenapin,llm
N05AH06,clotiapine,klotiapin,llm
N05AH53,olanzapine and samidorphan,olanzapin ve samidorfan,llm
N05AL01,sulpiride,sulpiride,titck
N05AL02,sultopride,sultoprid,llm
N05AL03,tiapride,tiaprid,llm
N05AL04,remoxipride,remoksiprid,llm
N05AL05,amisulpride,amisulprid,titck
N05AL06,veralipride,veraliprid,llm
N05AL07,levosulpiride,levosulpirid,llm
N05AN01,lithium,lityum karbonat,titck
N05AX07,prothipendyl,protipendil,llm
N05AX08,risperidone,risperidon,titck
N05AX10,mosapramine,mosapramin,llm
N05AX11,zotepine,zotepin,llm
N05AX12,aripiprazole,aripiprazol,titck
N05AX13,paliperidone,paliperidon palmitat,titck
N05AX14,iloperidone,iloperidon,llm
N05AX15,cariprazine,kariprazin,titck
N05AX16,brexpiprazole,brekspiprazol,titck
N05AX17,pimavanserin,pimavanserin tartarat,titck
N05AX50,xanomeline and trospium,ksanomelin ve trospium,llm
N05BA01,diazepam,diazepam,titck
N05BA02,chlordiazepoxide,klordiazepoksit,llm
N05BA03,medazepam,medazepam,titck
N05BA04,oxazepam,oksazepam,llm
N05BA05,potassium clorazepate,klorazepat dipotasyum,titck
N05BA06,lorazepam,lorazepam,titck
N05BA07,adinazolam,adinazolam,llm
N05BA08,bromazepam,bromazepam,llm
N05BA09,clobazam,klobazam,titck
N05BA10,ketazolam,ketazolam,llm
N05BA11,prazepam,prazepam,llm
N05BA12,alprazolam,alprazolam,titck
N05BA13,halazepam,halazepam,llm
N05BA14,pinazepam,pinazepam,llm
N05BA15,camazepam,kamazepam,llm
N05BA16,nordazepam,nordazepam,llm
N05BA17,fludiazepam,fludiazepam,llm
N05BA18,ethyl loflazepate,etil loflazepat,llm
N05BA19,etizolam,etizolam,llm
N05BA21,clotiazepam,klotiazepam,llm
N05BA22,cloxazolam,kloksazolam,llm
N05BA23,tofisopam,tofisopam,llm
N05BA24,bentazepam,bentazepam,llm
N05BA25,mexazolam,meksazolam,llm
N05BA56,"lorazepam, combinations","lorazepam, kombinasyonlar",llm
N05BB01,hydroxyzine,hydroxyzine,titck
N05BB02,captodiame,kaptodiam,llm
N05BB51,"hydroxyzine, combinations","hidroksizin, kombinasyonlar",llm
N05BC01,meprobamate,meprobamat,llm
N05BC03,emylcamate,emilkamat,llm
N05BC04,mebutamate,mebutamat,llm
N05BC51,"meprobamate, combinations","meprobamat, kombinasyonlar",llm
N05BD01,benzoctamine,benzoktamin,llm
N05BE01,buspirone,buspiron,titck
N05BX01,mephenoxalone,mefenoksalon,llm
N05BX02,gedocarnil,gedokarnil,llm
N05BX03,etifoxine,etifoksin,llm
N05BX04,fabomotizole,fabomotizol,llm
N05BX05,Lavandulae aetheroleum,Lavandulae aetheroleum,llm
N05CA01,pentobarbital,pentobarbital,llm
N05CA02,amobarbital,amobarbital,llm
N05CA03,butobarbital,butobarbital,llm
N05CA04,barbital,barbital,llm
N05CA05,aprobarbital,aprobarbital,llm
N05CA06,secobarbital,sekobarbital,llm
N05CA07,talbutal,talbutal,llm
N05CA08,vinylbital,vinilbital,llm
N05CA09,vinbarbital,vinbarbital,llm
N05CA10,cyclobarbital,siklobarbital,llm
N05CA11,heptabarbital,heptabarbital,llm
